Label,Headline,Body,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
0,prof taruna ikrar ahok alami otak,"SUMBER : MEDIA SOSIAL NARASI : Prof. Taruna Ikrar : Ahok dan pendukungnya alami masalah otak https://m.facebook.com/story.php?story_fbid=670836093118673&id=100005768647274 PENJELASAN : Maraknya pemberitaan di beberapa media online tanah air, terkait dengan hasil penelitian yang menerangkan bahwa Basuki Tjahaja Purnama  atau Ahok, yang merupakan Gubernur DKI Jakarta saat ini, memiliki tujuh faktor negatif, menyeret nama Profesor yang kini dipercaya oleh dunia luar sebagai Kepala Riset Otak di University California. Dalam pemberitaan tersebut menyebutkan Prof Dr Taruna Ikrar sebagai Kepala Riset Otak di University of California, melalui tulisan yang ditulis oleh seorang yang bernama Sem Haisy,  menyebutkan bahwa hasil penelitian Prof Dr Taruna Ikrar, menyatakan ada tujuh faktor negatif yang melekat pada sikap dan retorika Ahok dalam memimpin Jakarta. Dalam pemberitaan yang dihimpun oleh wartakesehatan dari beberapa media online Profesor yang pernah dicalonkan sebagai penerima nobel ini menyatakan, dari sudut pandang neurosains, Ahok termasuk pemimpin di Indonesia yang perlu diobservasi otaknya. Dimana Prof Taruna menggunakan tiga metode, untuk mengukur hal tersebut, yakni performance emotions, Unstable less empathy, dan Wild decision. Terkait sejumlah situs online yang menyertakan namanya, Prof Taruna, menyatakan bahwa keterangan terkait dengan Ahok memiliki tujuh faktor negatif tidak benar adanya. Berikut bantahan Prof Dr Taruna Ikrar Kepala Riset Otak di University of California, melalui pesan elektronik yang diterima redaksi wartakesehatan.com, senin (1/8/16). Terkait sejumlah situs online yang menyertakan nama saya dalam berita/artikelnya terkait sosok Gubernur DKI Jakarta Basuki Tjahaja Purnama dan pendukungnya mengalami masalah otak, bersama ini saya menyampaikan klarifikasi bahwa saya tidak pernah menyatakan/menulis hal seperti itu. Tulisan/Berita tersebut telah menyampaikan informasi yang  tidak benar dan berpotensi untuk menyesatkan opini publik serta mengandung fitnah (Rasisme and Diskriminatif) yang mencemarkan nama baik saya. Saya berharap agar masyarakat tidak terpancing dan bijak menanggapi serta menyikapi setiap informasi yang disampaikan lewat sumber berita online atau media sosial. Sebagai klarifikasi, bahwa tulisan  tersebut, BUKAN  PERNYATAAN SAYA Terimakasih atas perhatiannya Wassalam, Prof Dr Taruna Ikrar REFERENSI : http://wartakesehatan.com/mobile/64315/prof-dr-taruna-ikrar-bantah-pernyataan-ahok-perlu-observasi-otak LINK FAFHH : https://www.facebook.com/groups/fafhh/permalink/426055894393618/",,,,
0,pt astra honda motor indonesia bagibagi motor honda cbr rr,"Sumber : Media Sosial Narasi :   Penjelasan & Fakta : Posting model begini, biasanya modus untuk dapat like page. Seumur jagung aja bisa tembus 10k likes dan viral sampai diatas 15k share. Website resmi AHM sendiri tidak ada info terkait postingan tersebut. Catatan : Posting setipe sebelumnya pernah bermodus iPhone dan mobil Toyota yang ternyata hoax.   https://www.facebook.com/groups/fafhh/permalink/327059890959886/  ",,,,
0,pulau berbentuk sabit bintang,"Sumber: Pertanyaan pengikut di FAFHH NARASI: cross check sebentar ke google maps, ternyata di pulau tersebut tidak ada pulau bintangnya, atau sedang pasang naik sehingga p bintangnya tenggelam? ada yg bisa konfirmasi lebih detail?. PENJELASAN: Pada web https://www.tripping.com/explore/real-or-fake-crescent-moon-and-star-island dijelaskan, sesungguhnya tidak ada gambar pulau berbentuk bintang. Dan bentuk bulan sabit adalah adalah kawah vulkanik terendam sebagian dari Molokini di Hawaii. Ini adalah tempat yang populer untuk scuba diving dan juga Suaka Konservasi Burung Negara Bagian Hawaii. REFERENSI: 1. https://www.tripping.com/explore/real-or-fake-crescent-moon-and-star-island 2. https://en.wikipedia.org/wiki/Molokini 3. https://www.google.co.id/search?q=molokini%20crater&espv=2&biw=1920&bih=1031&source=lnms&tbm=isch&sa=X&ved=0ahUKEwjGueyAv5_OAhWKq48KHXfnAO8Q_AUIBigB https://www.facebook.com/groups/fafhh/permalink/321894901476385/",,,,
0,putri raja salman cantik,"SUMBER : MEDIA SOSIAL FACEBOOK https://m.facebook.com/story.php?story_fbid=1821246574809529&substory_index=0&id=1402801009987423 NARASI : PUTRI RAJA SALMAN YANG CANTIK Entah nanti kalau putri Raja Arab ini ikut ke Indonesia mengenakan Hijab atau tidak? Kalau nekat tidak mengenakan Hijab apa Habib Rizieq mau menjemputnya? Cuma nanya doang. Salam Dung Dung Pret! PENJELASAN : Yang ada di foto tersebut adalah Kim Kardashian, seorang figur publik Amerika, bukan seperti yang disebutkan di narasi. REFERENSI : (1) http://ohnotheydidnt.livejournal.com/21169461.html (2) http://i25.tinypic.com/eb5sg4.jpg (3) https://en.m.wikipedia.org/wiki/Kim_Kardashian LINK FAFHH : https://www.facebook.com/groups/fafhh/permalink/428526814146526/",,,,
0,quraish syihab khatib sholat ied masjid istiqlal sepi jamaah,"SUMBER: http://www.delik.asia/2017/06/foto-quraish-syihab-jadi-khatib-sholat.html?m=1 NARASI: Quraish Syihab JADI Khatib, Jamaah Sholat Ied Istiqlal Sepi! Berikut foto ketika khatib Quraish Syihab di Masjid Istiqlal, Jamaah Sholat Ied di Istiqlal Sepi! PENJELASAN: Foto tersebut adalah Imam Besar Masjid Istiqlal Nasaruddin Umar (kiri) berceramah saat Istiqlal Bertakbir di Masjid Istiqlal, Jakarta Pusat, Sabtu (24/6/2017) atau H-1 Idul Fitri. Sementara Bapak Quraish Shihab menjadi Khatib Idul Fitri pada hari minggu (25/6/2017) Khatib Bapak Quraish Shihab pada hari Idul Fitri dikujungi banyak Jamaah. Menurut Antara diperkirakan ada 150 ribu jamaah bahkan ada bapak RI 1 Joko Widodo di tengah-tengah jamaah tersebut. Berikut saya sisipkan screenshot video Pada saat Bapak Quraish Shihab menjadi Khatib dan mengisi ceramah Idul Fitri kemarin. REFERENSI: 1. https://foto.okezone.com/view/2017/06/24/1/39030/istiqlal-bertakbir 2. https://news.detik.com/berita/d-3541593/di-masjid-istiqlal-quraish-shihab-ingatkan-pentingnya-persatuan 3. http://m.tribunnews.com/nasional/2017/06/25/presiden-jokowi-salat-ied-di-istiqlal-jamaah-masjid-wajib-lewati-pemeriksaan 4. https://www.antaranews.com/berita/637204/jamaah-shalat-ied-istiqlal-diperkirakan-150-ribu 5. https://www.youtube.com/watch?v=ePnbEBoulW0&feature=youtu.be",,,,
0,raja salman danai kampanye pm israel netanyahu,"SUMBER : MEDIA SOSIAL NARASI : According to the Middle East Observer, Isaac Herzog, member of the Knesset and Chairman of the Israeli Labor party, revealed that Saudi King Salman bin Abdulaziz financed the election campaign of Israeli Prime Minister, Benjamin Netanyahu. (Menurut Pengamat Timur Tengah, Isaac Herzog, anggota Knesset dan Ketua Partai Buruh Israel, mengungkapkan bahwa Raja Saudi Salman bin Abdulaziz membiayai kampanye pemilihan Perdana Menteri Israel, Benjamin Netanyahu) PENJELASAN : Laporan adanya beberapa pihak dari Arab Saudi diperoleh dari Panama Papers. Namun setelah dilakukan penelusuran lebih lanjut, terdapat indikasi yang menyatakan jika laporan tersebut adalah tidak benar melainkan hoax. Kejanggalan lainnya, adalah bahwa jika berita itu akurat, sangat mustahil media-media utama Israel termasuk media oposisi dan media Barat tidak ikut melansirnya.   https://www.facebook.com/groups/fafhh/permalink/286716501660892/",,,,
0,ratusan tubuh anak didalam mobil van thailand,"SUMBER : PESAN SINGKAT WHATSAPP NARASI : Kemarin di Thailand di temukan satu buah mobil van yang berisi 100 anak-anak dalam kondisi meninggal dan dibungkus plastik. PENJELASAN : Pesan dan gambar yang beredar tersebut sangat berbanding terbalik dengan kenyataan. Foto tersebut sebenarnya adalah mereka yang menjadi korban di syiria, yang terjadi pada tahun 2011 silam. Gambar-gambar yang tersebar tersebut rupanya memancing mereka si pembuat hoax untuk membuat geger publik dunia maya. https://www.facebook.com/groups/fafhh/permalink/377715999227608/",,,,
0,rekomendasi pengacara m mahendra maskur sinaga antisipasi pelanggaran privasi,"SUMBER : MEDIA SOSIAL NARASI : Buat Teman2 Sosial media, Direkomendasi oleh Pengacara Bpk M. Mahendra Maskur Sinaga, SH.,MH.,MHD (Wakabid. Advokasi Lembaga Eksekutif Aliansi Indonesia Badan Penelitian Aset Negara DPD Prov. Sumut). Saya juga setuju utk antisipasi. Pelanggaran Privasi dapat dituntut secara hukum. Facebook saat ini adalah entitas publik. Semua pengguna FB harus membuat pernyataan seperti ini. Jika anda belum mengeluarkan pernyataan setidaknya satu kali, maka akan secara teknis bahwa anda mengizinkan penggunaan foto dan informasi di akun facebook: Dengan ini saya menyatakan bahwa saya tidak mengijinkan siapapun untuk menggunakan foto dan informasi di akun facebook saya dan digroup facebook ini ke media apapun. Jika ada akun atas nama saya dan atau memakai foto di group facebook ini dan menggunakannya untuk menipu orang lain, maka saya tidak bertanggung jawab baik secara moril maupun materiil. Saya juga tidak bertanggung jawab jika ada permintaan mentransfer dana atas nama akun facebook saya dan atas nama group facebook ini. Kiranya hal ini bukan hanya berlaku untuk akun saya, tapi juga akun teman2 yang lain. Terima kasih. NB: Jangan di share tapi copy paste di wall masing2 PENJELASAN : Postingan status soal privasi Facebook belakangan marak beredar. Sejumlah akun Facebok, ramai-ramai menulis status serupa yang menjelaskan tentang rekomendasi pengacara M. Mahendra Maskur Sinaga, S.H., M.H., M.H.D. untuk mengantisipasi pelanggaran privasi. Klaim dalam pesan tersebut merupakan hal yang tidak masuk akal. Posting pernyataan seperti itu tidak akan melakukan apa-apa untuk melindungi privasi Anda maupun mengenai informasi atau foto yang Anda posting di Facebook. Bahkan pemberitahuan tidak memiliki legal standing apapun. Dan, tidak ada pengacara yang kompeten yang merekomendasikan untuk memasang pemberitahuan tersebut. Alasannya, sudah ada klausul yang mengatur mengenai privasi dan konten yang dimuat di dalam syarat dan ketentuan (term and condition) Facebook. Selama kamu tak membatasi konten yang diunggah, seluruh kontenmu dapat digunakan pihak lain. Untuk konten yang memiliki hak aset intelektual (intellectual property, IP), seperti foto dan video, pengguna dianggap memberikan Facebook izin, sesuai pengaturan privasi dan aplikasi pengguna. Jadi, konten yang diunggah di Facebook dianggap noneksklusif, dapat dipindahtangankan, bebas royalti, dan berlaku dengan lisensi di seluruh dunia, tulis Facebook di halaman syarat dan ketentuannya. Klausul ini dianggap berakhir, saat kamu menghapus konten bermuatan IP tersebut atau menghapus akunmu sendiri. Apabila konten tersebut sudah dibagi ke orang lain dan tak dihapus orang yang bersangkutan, konten itu dianggap masih dapat digunakan. Bahkan, pesan konyol ini hanya inkarnasi terbaru dalam garis panjang Privasi hoax yang pernah dibahas pada Hoax-Slayer sejak 2012, alias HLBK ( Hoax Lama Bersemi Kembali ). LINK FAFHH : https://www.facebook.com/groups/fafhh/permalink/443251339340740/",,,,
0,rina nosehidup cuman modal amplop gak sombong,"Akun pemuda_indonesia_bangkit menuliskan jika Rina memberi statement perihal Ust Abdul Shomad dengan kalimat HIDUP CUMAN MODAL AMPLOP GAK USAH SOMBONG. Jelas sekali jika akun tersebut ingin menggiring opini publik, agar kontroversi Rina Nose yang melepas hijab terus berlanjut. Namun tak tinggal diam, selang beberapa jam postingan tersebut, Rina langsung memberikan klarifikasi secara resmi. Melalui akun instagram pribadinya, ia mengatakan jika postingan tersebut adalah HOAX. Rina juga menjelaskan jika dalam seminggu kebelakang ia tak pernah memberikan pernyataan apapun atau tentang siapapun.   SUMBER Media Sosial Instagram. NARASI YA ALLAH TAMBAH MENJADI JADI SOMBONGNYA ANAK INI TERHADAP ULAMA YANG MEMBERI DIA NASEHAT.. Ditegur Ust Abdul Shomad, Rina Nose : Hidup Cuman Modal Amplop Gak Usah Sombong!!. PENJELASAN Di tengah kontroversi yang menghampiri artis Rina Nose, banyak pihak yang memanfaatkan hal tersebut untuk menebar kebencian dengan membuat berita palsu alias hoax. Sebuah akun instagram dengan nama pemuda_indonesia_bangkit memposting berita yang menyudutkan artis yang juga sekaligus pelawak tersebut. Akun pemuda_indonesia_bangkit menuliskan jika Rina memberi statement perihal Ust Abdul Shomad dengan kalimat HIDUP CUMAN MODAL AMPLOP GAK USAH SOMBONG. Jelas sekali jika akun tersebut ingin menggiring opini publik, agar kontroversi Rina Nose yang melepas hijab terus berlanjut. Namun tak tinggal diam, selang beberapa jam postingan tersebut, Rina langsung memberikan klarifikasi secara resmi. Melalui akun instagram pribadinya, ia mengatakan jika postingan tersebut adalah HOAX. Rina juga menjelaskan jika dalam seminggu kebelakang ia tak pernah memberikan pernyataan apapun atau tentang siapapun. REFERENSI (1) https://www.instagram.com/p/Bb22kZ7HPYT/?taken-by=pemuda_indonesia_bangkit (2) https://www.instagram.com/p/Bb3ISCbDJHr/?taken-by=rinanose16 Sumber: https://www.facebook.com/groups/fafhh/permalink/560852220913984/  ",,,,
0,rizieq shihab mualafkan pendeta gilbert lumoindong,"SUMBER : MEDIA SOSIAL INSTAGRAM https://www.instagram.com/p/Bdoe3tkAlfW/ NARASI : Subhanallah Habib suci yang mulia Rizieq Shihab berhasil membuat seorang pendeta terkenal Gilbert Lumoindong masuk Islam. Takbir takbiir takbiiir Sebarkan berita ini agar semakin banyak manusia menjadi mualaf dan diberkati oleh kesucian Habib Rizieq Shihab. Setiap orang yang melihat pesan anda seperti ini, maka surga semakin dekat dan dijauhkan dari api neraka. PENJELASAN : Beredar luas dimedia sosial foto Pendeta Gilbert Lumoindong beserta Rizieq Shihab, yang disertai keterangan bahwa Rizieq Shihab telah berhasil mengajak sang Pendeta menjadi seorang mualaf. Dalam foto tersebut, dikatakan pula jika Pendeta Gilbert menambahkan Muhammad kedalam namanya yang menjadi Muhammad Gilbert Lumoindang. Namun setelah dilakukan penelusuran lebih lanjut, diketahui bahwa foto tersebut adalah foto lama yang di upload Gilbert pada tahun 2014 silam di akun Facebooknya. Tak hanya bersama Rizieq Shihab, Gilbert juga mengupload kebersamaannya bersama Ustaz Yusuf Mansur ditahun yang sama. Hingga foto tersebut beredar, Gilbert sendiri diketahui baru saja mengupload video dirinya yang tengah melakukan siraman rohani disebuah gereja. Akun twitter milik Gilbert pun masih menggunakan user name @PastorGilbertL. Jadi bisa dipastikan jika foto yang beredar dengan narasi Pendeta Gilbert menjadi mualaf adalah HOAX. REFERENSI : https://twitter.com/PastorGilbertL/status/950194859956109314 http://www.tribunnews.com//pendeta-gilbert-lumoindong-pame https://www.facebook.com/pg/psgilbertlumoindong/posts/?ref=page_internal LINK FAFHH : https://www.facebook.com/groups/fafhh/permalink/582340925431780/",,,,
0,romo thomas uzhunnalil sdb disalibkan isis jumat agung,"SUMBER : MEDIA ONLINE NARASI : Setelah kesimpangsiuran berita, Katolik Kita mendapatkan informasi romo Salesian (SDB) asal India yang diculik teroris di Yaman diberitakan telah disalibkan oleh ISIS pada tanggal 25 Maret d pada hari Jumat Agung, demikian diberitakan oleh salah satu media Austria. Kardinal Cristoph Schonborn dari Vienna mengkonfirmasi berita tersebut dalam Misa Paskah bahwa Rm. Thomas Uzhunnalli SDB telah disalibkan oleh ISIS pada hari Jumat Agung. Berita terakhir yang beredar ISIS yang telah menyandera Rm. Thomas Uzhunnalli SDB memang telah mengindikasikan akan menyalibkan beliau bertepatan pada hari Jumat Agung saat seluruh umat kristiani memperingati wafatnya Yesus Kristus di kayu salib. Vatikan dan FBI telah berusaha melakukan operasi gabungan bersama tentara AS untuk menyelamatkan beliau. Duta besar India di Yaman pun berusaha untuk bernegosiasi dengan teroris ISIS setelah peristiwa penculikan yang juga menyebabkan penembakan 16 orang termasuk 4 suster Kongregasi Cinta Kasih  Mother Teresa. Berita ini diperoleh KatolikKita dari beberapa forum dan media sosial Katolik serta The Washington Times yang telah menurunkan berita ini. PENJELASAN : Bantahan keras langsung diberikan oleh pemerintah India yang menyatakan jika pastor Thomas masih hidup. https://www.catholicnewsagency.com/news/indias-foreign-minister-reassures-bishops-that-father-tom-is-alive-21955 https://www.facebook.com/groups/fafhh/permalink/265405367125339/",,,,
0,rs gatot subroto jkt sdh pengobatan tumor ganas kanker cell cure,"SUMBER : WHATSAPP NARASI : RS Gatot Subroto Jkt, sdh mulai ada pengobatan tumor ganas/ kanker CELL CURE, tlh berhasil menyembuhkan kanker stadium 4, tanpa operasi, tanpa chemo therapy Equipment tsb hibah oleh pemerintah Jerman. Teknologi tsb hanya ada di Jerman dan Indoesia Buat teman-teman yg punya kerabat, atau teman yg saat ini menderita kanker dan sudah tidak mempunyai dana lagi. Yayasan Miracle Hope ingin membantu untuk mengobati penderita kanker jenis apapun. Silahkan berikan data untuk pemeriksaan darah dan obat akan diberikan secara gratis. Silahkan isi data * Nama : * Alamat : * Jenis kanker : * Surat keterangan tidak mampu dari RT, RW setempat * Kirim via email: Fani.ferdiani@yahoo.com PIN 23823ADB Bantu Broadcast juga ya kalau bisa  mungkin di luar sana ada yang benar-benar sedang membutuhkan. #1hari #1kebaikan #share dari temen untuk teman yg membutuhkan tolong di foward group2 lain PENJELASAN : Hoax lama tahun 2015, sudah debunked (terbongkar) oleh Indonesian Hoaxes Community. REFERENSI: https://goo.gl/ZTmnf3, Abraham Christen Liando (May 9, 2015): barusan dapet BC BBM ini.. asli apa hoax ya ini, apa cuma modus buat minta uang?. LINK FAFHH : https://www.facebook.com/groups/fafhh/permalink/512353185763888/",,,,
0,running text metro tv istighosah tanggal februari dirumah djan faridz dihadiri kiai said aqil siroj,"Sumber : Media Sosial Narasi : Penjelasan & Fakta : Assalamualaikum warahmatullahi wabarakatuh, menyikapi berita yang disiarkan running text di Metro TV, bahwa istighotsah pada tanggal 5 malam, yaitu malam ini, Minggu malam, di rumah Pak Djan Faridz, Jalan Talang dihadiri oleh Ahok dan Ketua Umum PBNU; berita itu sama sekali tidak benar. Sama sekali tidak benar. Sama sekali tidak benar! jelasnya kepada NU Online di kediamannya di kompleks Pondok Pesantren Al-Tsaqofah, Ciganjur, Jakarta, Ahad. Referensi : http://www.nu.or.id/post/read/75205/kiai-said-bantah-hadiri-istigotsah-kubu-ahok-malam-ini   https://www.facebook.com/groups/fafhh/permalink/416496895349518/  ",,,,
0,salju jatuh dijalan sudirman,"SUMBER : MEDIA SOSIAL FACEBOOK NARASI : UJAN SALJU DEPAN DI JAKARTA RATU PLAZA SUDIRMAN KEREENNNNNNN PENJELASAN : Dunia maya dihebohkan dengan adanya sebuah video yang memperlihatkan benda putih-putih berceceran di kawasan Jalan Jenderal Sudirman, Jakarta. Sebagian netizen menduga benda putih tersebut adalah salju. Namun BMKG telah memastikan bahwa informasi tentang salju turun di Jakarta adalah hoax. Saya jelaskan terkait fenomena yang beredar. Itu hoax, bukan merupakan fenomena salju, ujar Kepala Bagian HUmas BMKG, Hary Tirto Djatmiko, saat dikonfirmasi, Sabtu (6/5/2017). Setelah melihat video tersebut, Hary juga menjelaskan hujan yang mengguyur Jakarta sore tadi bukanlah fenomena hujan es. Menurutnya, yang ada dalam video tersebut adalah tumpahan busa dari truk yang melintas di jalan tersebut. Yang kedua, kalau melihat videonya, bukan merupakan hujan es. Jadi yang terjadi tadi sore adalah tumpahan busa dari truk yang melewat di jalan Sudirman, penjelasannya seperti itu, tuturnya. Sumber : https://m.detik.com//kabar-salju-di-jakarta-cuma-hoax-bmkg Referensi lain : https://m.kumparan.com//saksi-salju-di-jalan-sudirman-itu- http://www.jawapos.com//bmkg-pastikan-bukan-salju-di-jalan https://m.tempo.co//dikira-salju-di-jakarta-bnpb-itu-busa- https://www.google.co.id//inilah-penjelasan-bmkg-soal-huja https://www.google.co.id//bnpb-tegaskan-buih-putih-di-jala LINK FAFHH : https://www.facebook.com/groups/fafhh/permalink/464206777245196/",,,,
0,sandiaga uno ancol orang kaya,"Situs yang dibuat sangat mirip dengan detiknews ini memang sering kali membuat judul yang jauh dari kata fakta. Mereka nampaknya sengaja melakukan hal tersebut agar dapat menarik minat pembaca, dan tentunya berupaya mendulang iklan sebanyak-banyaknya. Dan setelah dilakukan penelusuran lebih lanjut, benar saja, bahwa artikel-artikel yang ada didalam portal id-detik-news.blogspot.co.id merupakan kumpulan berita-berita yang sengaja dipelintirkan agar mendapat rasa penasaran lebih dari masyarakat.   SUMBER Portal media daring. NARASI Wakil Gubernur DKI Jakarta Sandiaga Uno menyinggung kembali rencana menggratiskan biaya masuk ke Pantai Ancol saat bertemu dengan manajemen PT Jakarta Tourisindo-PT Pembangunan Jaya Ancol. Pertemuan ini secara khusus membahas sektor pariwisata di Ibu Kota. Ancol itu perusahaan tbk (terbuka) yang tanggung jawabnya bukan hanya kepada pemegang saham mayoritas, melainkan juga kepada publik, kata Sandiaga di Balai Kota Jakarta, Rabu, 8 November 2017. Pemegang saham mayoritas di PT Jaya Ancol saat ini adalah Pemerintah Provinsi DKI Jakarta. Ada juga otoritas pasar modal yang harus diajak bicara. Dengan alasan itu, kata Sandi, tuntutan menggratiskan biaya masuk ke Ancol belum bisa dipenuhi. Pemerintah perlu membuat kajian agar keputusan yang dibuat nanti tidak menyalahi aturan. Apalagi selama ini mayoritas pengunjung Ancol berasal dari kalangan menengah ke atas. Jadi pendapatan Ancol itu 70 persen justru berasal dari warga yang mampu, ujarnya. Dengan kata lain, kata dia, jika digratiskan, justru tidak memberi rasa keadilan karena yang mendapat subsidi justru orang-orang mampu. Menurut Sandi, pemerintah telah meminta Direktur Utama PT Pembangunan Jaya Ancol Paul Tehusijarana memberi kemudahan kepada penduduk kurang mampu agar dapat mengakses Pantai Ancol secara cuma-cuma. Ini kajiannya sedang dilakukan. Jadi mohon sabar, nanti Pak Paul akan menjelaskan, tuturnya. Baca juga: Hari Libur 2018 dan Cuti yang Cocok untuk Diambil Dalam kampanye pemilihan kepala daerah DKI 2017, Sandiaga mewacanakan memberi akses masuk ke Pantai Ancol secara gratis. Wacana itu muncul karena dia prihatin banyak penduduk tidak bisa berwisata ke sana lantaran tiket masuknya mahal. Dia kemudian berjanji menggratiskan biaya masuk ke Ancol apabila memenangi pilkada.. PENJELASAN Seolah belum bosan dengan berita-berita hoax yang mereka sebarkan, blog yang mengatasnamakan id-detik-news.blogspot.co.id lagi-lagi membuat berita dengan unsur hasut. Judul yang telah dibuat sedemikian rupa, ternyata sangat jauh berbeda dengan isi didalamnya. Setelah ditelisik, tidak ada sedikitpun ucapan Sandi yang menyebutkan jika pantai ancol hanya diperuntukkan untuk orang kaya. Melansir dari republika.co.id , Sandi justru sangat setuju untuk menggratiskan biaya masuk ancol namun tetap harus sesuai dengan kajian yang akan dilakukan saat itu. http://nasional.republika.co.id/berita/nasional/jabodetabek-nasional/17/09/19/owis9l382-sandiaga-uno-dukung-djarot-ingin-gratiskan-masuk-ancol. Situs yang dibuat sangat mirip dengan detiknews ini memang sering kali membuat judul yang jauh dari kata fakta. Mereka nampaknya sengaja melakukan hal tersebut agar dapat menarik minat pembaca, dan tentunya berupaya mendulang iklan sebanyak-banyaknya. Dan setelah dilakukan penelusuran lebih lanjut, benar saja, bahwa artikel-artikel yang ada didalam portal id-detik-news.blogspot.co.id merupakan kumpulan berita-berita yang sengaja dipelintirkan agar mendapat rasa penasaran lebih dari masyarakat. REFERENSI http://id-detik-news.blogspot.co.id/2017/11/sandi-uno-yang-boleh-mengunjungi-ancol.html Sumber: https://www.facebook.com/groups/fafhh/permalink/557091437956729/    ",,,,
0,sari roti berubah nama garmelia,"SUMBER : MEDIA SOSIAL NARASI : Tadi saya ke indomart liat sari roti sekarang sari roti ganti nama lagi kawan kawan namanya Garmelia dulu namanya sari roti eh sekarang garmelia ahahaha ayo kita boikot garmelia PENJELASAN : Langsung Personal Chat ke Admin Roti Garmelia tersebut, info contact ada pada official webnya http://rotigarmelia.com/myblog/pabrik-roti-garmelia-bandung/ isi dari chat ada pada screenshot. #Fakta Untuk Garmelia sangat amat berbeda dengan Sari Roti. tidak ada hubungan atau afiliasi apapun terhadap Sari Roti. Garmelia Roti dari PT Stanli http://stanli.co.id/our-brands/garmelia/ Sari Roti dari PT Nippon http://www.sariroti.com//tentang-pt-nippon-indosari-corpi/ https://www.facebook.com/groups/fafhh/permalink/402739460058595/",,,,
0,screen shoot percakapan chat megawati kepala bin,"Memasuki tahun politik, segala upaya dilakukan agar partai serta kepentingan-kepentingan tertentu dapat terpenuhi. Hal tersebut pun dilakukan baik secara bersih maupun kampanye hitam. Kampanye hitam sendiri merupakan tindakan yang haram dalam dunia politik. Karena itu pada dasarnya dijalankan dengan fitnah dan informasi hoax. Singkatnya, kampanye hitam itu selalu berdasarkan kebohongan, sekaligus juga bisa mengadu domba masyarakat dengan informasi sesat. Menjelang penyelanggaraan Pilkada serentak tahun ini, kampanye hitam itu kembali tersebar di media sosial. Kabar bohong atau informasi hoax dimanfaatkan untuk menyudutkan lawan politiknya. Seperti, baru-baru ini, tersiar pesan mengenai bocornya percakapan antara Ketua Umum PDIP Megawati Soekarnoputri dengan Kepala BIN, Budi Gunawan.     Dalam percakapan tersebut tertera bahwa Ketum PDIP meminta bantuan kepada KaBIN untuk mengatasi situasi politik saat ini dimana PDIP diserang, dan terkait rencana penggantian plt gubernur dari Polri yang ramai dibicarakan oleh publik. Atas informasi tersebut, dapat dipastikan bahwa itu adalah informasi hoax atau kabar bohong. Hal itu diduga dibuat dan disebarkan oleh pihak-pihak oposisi untuk menghancurkan citra partai pendukung pemerintah saat ini. Selain itu, penyebaran fitnah melalui kabar bohong tersebut ditujukan untuk hal yang sangat politis. Yaitu, menjatuhkan suara PDIP di Pilkada serentak besok, sekaligus menjegal langkah Presiden Jokowi pada Pilpres mendatang. Untuk itu, kita sebaiknya tak mudah percaya pada informasi hoax seperti di atas. Kita juga tak perlu turut menyebarkannya, karena bisa merusak tatanan sosial yang sudah terjalin dalam kerangka persatuan dan kesatuan saat ini.   RFERENSI: https://kumparan.com/budi-santoso1515655984500/hoax-pesan-whatsapp-megawati-dengan-kepala-bin",,,,
0,mahasiswa pekanbaru menduduki gedung dprd riau menuntut pemerintah reformasi jilid,"Sumber : Media Sosial Narasi : SELURUH MAHASISWA di Pekanbaru sudah menduduki gedung DPRD Riau, menuntut Pemerintah untuk reformasi jilid 2? semngat saudaraku,, berjuang demi rakyat smpai titik dara penghabisan,, >>>>>>>Lengserkan rezim Jokowi jogos., Mana suara mahasiswa yg di pulau Jawa ,Sulawesi ,Kalimantan, NTB dan pulau-pulau lainnya yang katanya semangat juang kalian tinggi, siapkah kalian membela rakyat,???? Buktikan kalau kalian itu tetap peduli dengan rakyat !!! Penjelasan & Fakta : Gambar yang digunakan diambil dari demonstrasi mahasiswa se-Riau yang terjadi pada bulan April 2015. Seperti yang dimuat di laman media pekanbaru.tribunnews.com yang berjudul berita FOTO: Aksi Demonstrasi Mahasiswa Tuntut Jokowi-JK Mundur. Referensi : http://pekanbaru.tribunnews.com/2015/04/01/foto-aksi-demonstrasi-mahasiswa-tuntut-jokowi-jk-mundur   https://www.facebook.com/groups/fafhh/permalink/400631586936049/  ",,,,
0,pria inggris penghacuran kaca masjid tertabrak mobil,"Sumber : Media Sosial Narasi : Penjelasan & Fakta : Tersebar di WhatsApp pemberitaan seorang pria di Inggris melakukan penghacuran kaca masjid, lalu kemudian tertabrak mobil. Faktanya aksi tersebut merupakan kriminal biasa, perusakan toko di Lubliniec, Slask, Polandia. Ini adalah bagian dari aksi pencurian toko, namun gagal karena ketahuan. Bahkan media MetroUK memuat pemberitaan ini sebagai peringatan atas aksi kejahatan maupun sekedar perusakan. Referensi : Vandal smashing up shop window gets his comeuppance moments later as he is hit by a car http://metro.co.uk/2017/09/25/shop-vandal-gets-instant-dose-of-karma-6953423/   https://www.facebook.com/groups/fafhh/permalink/540273452971861/    ",,,,
