berita,tagging,judul_berita
"Sungguh para oknum Konsultan Jenderal Republik Indonesia (KJRI) di Davao, Philipina ini keblinger. Mereka tega membakar dadak merak Reog Ponorogo beserta gamelan pengiringnya karena dianggap barang mengandung berhala. Tindakan KJRI itu jelas-jelas telah menghancurkan warisan budaya luhur nenek moyang kita dan tidak tahu tentang sejarah Reog Ponorogo yang sudah mendunia dan menjadi aset budaya Bangsa Indonesia di UNESCO.
Sebagaimana dilansir dari situs berita Bitungnews.com Kamis (29/10/2015), sejumlah oknum KJRI terlihat membakar barong Reog Ponorogo beserta gamelan penggiringnya. Dari Informasi yang dihimpun bitungnews.com, pembakaran dilakukan pada hari Selasa, 20 Oktober 2015. Padahal benda budaya itu adalah kebanggaan masyarakat Ponorogo.
Alasan pembakaran Barong Reog Ponorogo, dan hiasan naga pada gamelan, karena ada setan dan merupakan berhala. Sayangnya Acting KJRI Loegeng Priyohanisetyo, tak menghalangi aksi pembakaran tersebut.
Bahkan, kabarnya, Acting KJRI Davao justru memanggil satpam yang bernama Santander untuk menyirami gas di atas reog dan 2 ular naga gamelan, satpam begitu heran dan terkejut katanya dalam bahasa Tagalog Bisaya:
Hadluk kaayu ko, sayang kaayu ang dragon gwapo kaayu unya sunugon, kasayang sa reog pero gisugo man ko (saya ketakutan sekali sayang sekali ularnaga itu bagus sekali terus mau dibakar, reognya sayang sekali tapi bagaimana lagi saya disuruh), kata Santander.
Saat pembakaran Barong Reog dan hiasan naga gamelan, yang merupakan inventaris museum budaya KJRI, tidak satupun staf KJRI lain yang tahu,  kata sebuah sumber seperti dikutip bitungnews.com.
Setelah kejadian ini, para pelaku dihujat oleh sebagian besar WNI yang berada di Davao, namun para pelaku merasa tetap tidak bersalah karena menurut mereka apa yang mereka kerjakan adalah benar dimata Tuhan,  tambah sumber tersebut.
Warga Negara Indonesia yang berada di Davao, menyatakan Acting KJRI Davao dinyatakan persona non grata, dan meminta pemerintah RI untuk menarik oknum-oknum yang terlibat aksi pembakaran budaya warisan bangsa.
Penggiat budaya dan benda bersejarah Yul Adriansyah mengecam pembakaran reog yang dilakukan sejumlah oknum KJRI. ""Duh Miris banget, properti Reog Ponorogo dibakar karena dianggap benda berhala,"" ujar Yul dengan nada bertanya.
Menurut Yul, aksi yang dilakukan oknum KJRI sudah kelewat batas dan tidak menghargai budaya Indonesia yang seharusnya dihormati dan dikampanyekan di negara orang. ""Bukan malah dibakar, sedih saya mendengarnya, dan ini memalukan kehormatan bangsa Indonesia yang memegang teguh budaya luhur bangsa kita,"" ujar pria yang juga wartawan itu.
Terkait pemberitaan pembakaran dadak Reog Ponorogo, Konsulat Jenderal Republik Indonesia di Davao City, Filipina, mengklarifikasi isu tersebut.
Mereka mengakui memang membakar Reog Ponorogo tersebut namun alasannya bukan terkait upaya pengusiran berhala atau makhluk halus. 
Bantahan itu disampaikan melalui siaran pers di lamannya yang diupdate siang ini, Sabtu 31 Oktober 2015.
KJRI Davao City mengakui telah melakukan pembakaran Reog Ponorogo itu pada 20 Oktober 2015. Reog ponorogo itu merupakan aset yang mereka miliki sejak tahun 1988.Lantas apa alasan sesungguhnya mereka memusnahkan benda budaya dengan cara dibakar tersebut?
""Pemusnahan dengan cara dibakar tersebut terpaksa dilakukan karena reog Ponorogo sudah dalam kondisi rusak dan dimakan rayap,"" tulis KJRI Davao.
KJRI menegaskan bahwa pembakaran tersebut sama sekali bukan merupakan upaya KJRI Davao City untuk merusak ataupun menghilangkan reog Ponorogo sebagai aset budaya. 
Pemusnahan aset tersebut telah dilakukan secara hati-hati dan penuh rasa penghormatan terhadap reog Ponorogo sebagai aset budaya. KJRI Davao City juga ingin menegaskan bahwa pembakaran tersebut sama sekali tidak ada kaitannya dengan upaya-upaya untuk pengusiran berhala atau mahluk halus.
Tim KJRI Davao City saat ini tengah berkomunikasi dengan pihak-pihak di Indonesia untuk mengupayakan mencari reog Ponorogo pengganti yang baru.
Sebelumnya, Menteri Luar Negeri RI, Retno LP Marsudi, mengatakan bahwa kabar sebuah Reog Ponorogo yang sengaja dibakar di kantor Konsulat Jenderal Republik Indonesia (KJRI) di Davao, Filipina, tidak sepenuhnya benar.
""Reog dan hiasan gamelan berupa kepala naga dibakar karena sudah rusak dan penuh dengan rayap,"" uajr Retno melalui pesan singkat.
Sebagai informasi, beberapa media sempat mempublikasikan berita yang menyebutkan bahwa pejabat di KJRI Davao membiarkan oknum membakar hasil budaya bangsa Indonesia tersebut karena dianggap menyembah berhala.
",Hoax,"Sungguh para oknum Konsultan Jenderal Republik Indonesia (KJRI) di Davao, Philipina ini keblinger."
"Konsulat Jenderal Republik Indonesia Davao City, Filipina, terpaksa memusnahkan reog Ponorogo yang telah menjadi aset sejak 1988 pada 20 Oktober 2015. Pemusnahan dengan cara dibakar terpaksa dilakukan karena reog Ponorogo sudah dalam kondisi rusak dan dimakan rayap. 
Dalam rilis yang diterima Metrotvnews.com, Sabtu (31/10/2015), pembakaran sama sekali bukan merupakan upaya KJRI Davao City untuk merusak atau menghilangkan reog Ponorogo sebagai aset budaya. Pemusnahan dilakukan secara hati-hati dan penuh rasa penghormatan terhadap reog Ponorogo sebagai aset budaya.
KJRI Davao City ingin menegaskan bahwa pembakaran tersebut sama sekali tidak ada kaitannya dengan upaya-upaya untuk pengusiran berhala atau makhluk halus. 
KJRI Davao City saat ini tengah berkomunikasi dengan pihak-pihak di Indonesia untuk mengupayakan mencari reog Ponorogo pengganti yang baru
",Valid,"Konsulat Jenderal Republik Indonesia Davao City, Filipina, terpaksa memusnahkan reog Ponorogo yang telah menjadi aset sejak 1988 pada 20 Oktober 2015."
"Konsulat Jenderal Republik Indonesia di Davao City, Filipina, mengklarifikasi isu telah
membakar Reog Ponorogo terkait upaya pengusiran berhala atau makhluk halus.
Bantahan itu disampaikan melalui siaran pers di lamannya yang diupdate siang ini, Sabtu 31 Oktober 2015.
KJRI Davao City mengakui telah melakukan pemusnahan reog ponorogo itu pada 20 Oktober 2015.

Reog ponorogo itu merupakan aset yang mereka miliki sejak tahun 1988.
Lantas apa alasan sesungguhnya mereka memusnahkan benda budaya dengan cara dibakar tersebut?

""Pemusnahan dengan cara dibakar tersebut terpaksa dilakukan karena reog Ponorogo sudah dalam kondisi rusak dan dimakan rayap,"" tulis KJRI Davao.
KJRI menegaskan bahwa pembakaran tersebut sama sekali bukan merupakan upaya KJRI Davao City untuk merusak ataupun menghilangkan reog Ponorogo sebagai aset budaya. Pemusnahan aset tersebut telah dilakukan secara hati-hati dan penuh rasa penghormatan terhadap reog Ponorogo sebagai aset budaya.
""KJRI Davao City juga ingin menegaskan bahwa pembakaran tersebut sama sekali tidak ada kaitannya dengan upaya-upaya untuk pengusiran berhala atau mahluk halus.""
Tim KJRI Davao City saat ini tengah berkomunikasi dengan pihak-pihak di Indonesia untuk mengupayakan mencari reog Ponorogo pengganti yang baru.
Sebelumnya, Menteri Luar Negeri RI, Retno LP Marsudi, mengatakan bahwa kabar sebuah Reog Ponorogo yang sengaja dibakar di kantor Konsulat Jenderal Republik Indonesia (KJRI) di Davao, Filipina, tidak sepenuhnya benar.
""Reog dan hiasan gamelan berupa kepala naga dibakar karena sudah rusak dan penuh dengan rayap,"" uajr Retno melalui pesan singkat.",Valid,"Konsulat Jenderal Republik Indonesia di Davao City, Filipina, mengklarifikasi isu telah
membakar Reog Ponorogo terkait upaya pengusiran berhala atau makhluk halus.
"
"Juru Bicara Kementerian Luar Negeri Arrmanatha Nasir mengatakan pihaknya tengah melakukan pemeriksaan internal terkait pembakaran reog di Konsulat Jenderal RI di Davao Filipina.
""Pada intinya, telah ada `statement` (pernyataan) resmi dari KJRI Davao tentang masalah reog tersebut dan Kemlu juga ada proses internal untuk memastikan karena barang tersebut merupakan aset instansi negara,"" kata Arrmanatha Nasir di Jakarta, hari Minggu (8/11).
Pada 20 Oktober 2015 lalu, KJRI Davao mengeluarkan pernyataan resmi bahwa pemusnahan reog Ponorogo dengan cara dibakar tersebut dilakukan karena kondisinya telah rusak dan dimakan rayap.
Namun, dalam foto-foto yang beredar secara viral dan bahkan telah disebarluaskan oleh media ""online"" lokal Bitung News, memperlihatkan adanya ritual tertentu sebelum pembakaran.
Dalam salah satu foto juga tampak bahwa sebelum dibakar, reog Ponorogo tersebut disimpan dalam lemari kaca dan tampak dalam kondisi yang baik
Selain reog, dalam foto yang lainnya tampak oknum KJRI Davao melepaskan ornamen naga pada set gamelan dan kemudian juga membakarnya.
Terkait hal tersebut, Arrmanatha menyampaikan Kemlu akan melakukan pemeriksaan sesuai proses-proses yang sesuai dengan pakem yang ada.
""Secara periodik memang ada pemeriksaan secara internal,"" ujar dia.
Reaksi di dalam negeri terkait pembakaran reog Ponorogo di KJRI Davao, salah satunya disampaikan Komunitas Reog Jabodetabek.
Komunitas tersebut melayangkan surat resmi ke KJRI Davao, Filipina, untuk meminta klarifikasi informasi pembakaran alat kesenian reog oleh oknum pejabat KJRI.
Sekjen Paguyuban Reog Jabodetabek Agus Setiyoko mengatakan pihaknya mengharapkan KJRI Davao selain memberikan penjelasan rinci mengenai pembakaran reog tersebut, juga dapat menyiarkan klarifikasi tentang pembakaran benda-benda kesenian reog itu di sejumlah media nasional
",Valid,"Juru Bicara Kementerian Luar Negeri Arrmanatha Nasir mengatakan pihaknya tengah melakukan pemeriksaan internal terkait pembakaran reog di Konsulat Jenderal RI di Davao Filipina.
"
"Komunitas Reog Jabodetabek melayangkan surat resmi ke Konsulat Jenderal RI di Davao, Filipina, untuk meminta klarifikasi informasi pembakaran alat kesenian reog oleh oknum pejabat KJRI. ""Kami ingin mendapat penjelasan secara resmi dan tertulis, karena dalam klarifikasi sebelumnya pihak KJRI membenarkan kabar tersebut dengan dalih alat kesenian dimaksud sudah rusak,"" kata Sekjen Paguyuban Reog Jabodetabek, Agus Setiyoko, Senin (2/11).
Agus mengungkapkan ada tiga poin permohonan klarifikasi yang mereka ajukan ke pihak KJRI Davao, Filipina. Pertama, meminta penjelasan secara resmi dan tertulis terkait kasus pembakaran perangkat kesenian reog yang dilakukan pihak KJRI Davao, Filipina.
Selain penjelasan tertulis, Agus mengatakan, dalam poin kedua pihaknya juga mempertanyakan menyebarluasan berita pembakaran perangkat kesenian reog itu di sejumlah media ""online"". Disitu banyak disebutkanalasan pembakaran karena hal dianggap berhala.
Poin terakhir yang tidak kalah penting, Agus mengatakan, yakni pemintaan kepada pihak KBRI ataupun Konken RI di Davao City, Filipina untuk memuat atau menyiarkan klarifikasi atas isu pembakaran benda-benda kesenian reog itu di sejumlah media nasional.
""Kami juga menuntut pihak KJRI ataupun melalui Kedutaan Besar RI di Filipina agar meminta hak klarifikasi kepada media-media yang mengangkat pemberitaan itu untuk menghindari kesimpangsiuran kabar yang berkembang di Tanah Air,"" ujarnya.
Surat yang ditulis dengan kop Paguyupan Reyog Jabodetabek Nomor 023/PRPJ/X/2015 itu tidak hanya dikirim melalui pesan elektronik ke KJRI di Davao City. Namun juga ditembuskan ke Kementerian Luar Negeri RI, dan Bupati Ponorogo.
",Valid,"Komunitas Reog Jabodetabek melayangkan surat resmi ke Konsulat Jenderal RI di Davao, Filipina, untuk meminta klarifikasi informasi pembakaran alat kesenian reog oleh oknum pejabat KJRI. ""Kami ingin mendapat penjelasan secara resmi dan tertulis, karena dalam klarifikasi sebelumnya pihak KJRI membenarkan kabar tersebut dengan dalih alat kesenian dimaksud sudah rusak,"" kata Sekjen Paguyuban Reog Jabodetabek, Agus Setiyoko, Senin (2/11).
"
"Konsulat Jendral Republik Indonesia (Konjen RI) di Davao City, Eko Hartono mengakui, persoalan pembakaran perangkat kesenian reog memang dilakukan di Davao City, Flilpina. Namun, pembakaran itu terpaksa dilakukan sebab alat kesenian yang telah berusia 30 tahun itu kondisinya sudah rusak dan dimakan rayap.
Demikian dijelaskan Eko Hartono saat dimintai klarifikasi melalui surat elektronik, sebagaimana dikutip melalui pesan elektronik yang diterima Agus. Bahkan, dalam suratnya kepada Sekjen Paguyuban Reog Jabodetabek, Agus Setiyoko, Konjen RI memberikan alasan bahwa kabar pembakaran sejumlah perangkat kesenian reog oleh pihak staf KJRI setempat adalah benar. 
Bapak Eko selaku Konjen RI di Davao malah mengatakan, pihaknya bersykur karena bisa berkomunikasi (melalui e-mail) dengan komunitas reog di Indonesia, sehingga bisa meminta masukan untuk pengadaan sejumlah perangkat kesenian reog yang baru di sana, ungkap Agus Setiyoko.
Kata Agus, masyarakat pencinta dan pelaku seni reog di Tanah Air masih membutuhkan penjelasan secara resmi dan terbuka yang bisa dibaca di media nasional, sehingga tidak memicu kekecewaan atau bahkan kemarahan masyarakat komunitas reog di Indonesia.
Seperti diketahui, pada Minggu (1/11/2015), beberapa berita menyebar di sejumlah media sosial pemberitaan mengenai pembakaran sejumlah properti kesenian reog, seperti gayor, topeng dadak merak serta tempat gamelan kepala naga di sejumlah media online disertai foto pembakaran topeng dadak merak. Pembakaran diduga dilakukan di halaman sebuah rumah yang juga sebagai Kantor KJRI di Davao City, Filipina
",Valid,"Konsulat Jendral Republik Indonesia (Konjen RI) di Davao City, Eko Hartono mengakui, persoalan pembakaran perangkat kesenian reog memang dilakukan di Davao City, Flilpina."
"Ribuan seniman Reog Ponorogo menggelar demonstrasi, Selasa (10/11/2015), sebagai bentuk protes atas pembakaran properti reog di Konsulat Jenderal Republik Indonesia (KJRI) Davao di Filipina.
Berdasarkan informasi yang dihimpun Madiunpos.com, demo seniman atas insiden pembakaran reog itu bukan hanya dilakukan seniman asal Ponorogo. Tampak turun ke jalan juga seniman dari berbagai kota atau kabupaten di Indonesai.
Ribuan seniman tersebut melakukan aksi unjuk rasa dengan berorasi, membentangkan spanduk bertuliskan sejumlah tuntutan, serta tidak ketinggalan mementaskan reog di sekitar Alun-Alun Ponorogo.
Setelah melakukan serangkaian kegiatan dalam aksi protes pembakaran properti di KJRI Davao, perwakilan demonstran lantas diperkenankan mengikuti audensi di Lantai II Gedung DPRD Kabupaten Ponorogo, Jl. Alun-Alun Timur. Perwakilan peserta demonstrasi seniman itu diterima unsur pimpinan DPRD Ponorogo beserta Penjabat Bupati Ponorogo Maskur.
""Kami tidak terima dengan pembakaran reog yang dilakukan di KJRI Davao beberapa waktu yang lalu. Tuntutan kami, yakni mereka segera meminta maaf kepada warga Ponorogo sebagai pemilik kesenian reog ini,"" kata seniman reog perwakilan Komunitas Pandemen Reyog (Kompag) Ponorogo, Grendo, seperti dikutip Madiunpos.com dari dinding fanpage Facebook Semua Tentang Ponorogo, Selasa.
Pemeriksaan Reog
Sementara itu, Juru Bicara Kementerian Luar Negeri Arrmanatha Nasir mengatakan pihaknya tengah melakukan pemeriksaan internal terkait pembakaran reog di Konsulat Jenderal RI di Davao Filipina. ""Pada intinya, telah ada statement [pernyataan] resmi dari KJRI Davao tentang masalah reog tersebut dan Kemlu juga ada proses internal untuk memastikan karena barang tersebut merupakan aset instansi negara,"" kata Arrmanatha Nasir di Jakarta, seperti dikabarkan Kantor Berita Antara, Minggu (8/11/2015).
Pada 20 Oktober 2015 lalu, KJRI Davao mengeluarkan pernyataan resmi bahwa pemusnahan reog Ponorogo dengan cara dibakar tersebut dilakukan karena kondisinya telah rusak dan dimakan rayap. Namun, dalam foto-foto yang beredar secara viral dan bahkan telah disebarluaskan oleh media online lokal, Bitung News, memperlihatkan adanya ritual tertentu sebelum pembakaran.
Dalam Kondisi Baik
Dalam salah satu foto juga tampak bahwa sebelum dibakar, reog Ponorogo tersebut disimpan dalam lemari kaca dan tampak dalam kondisi yang baik. Selain reog, dalam foto yang lainnya tampak oknum KJRI Davao melepaskan ornamen naga pada set gamelan dan kemudian membakarnya.
Terkait hal tersebut, Arrmanatha menyampaikan Kemlu akan melakukan pemeriksaan sesuai proses-proses yang sesuai dengan pakem yang ada. ""Secara periodik memang ada pemeriksaan secara internal,"" ujar dia.
Reaksi di dalam negeri terkait pembakaran reog Ponorogo di KJRI Davao, salah satunya disampaikan Komunitas Reog Jabodetabek. Komunitas tersebut melayangkan surat resmi ke KJRI Davao, Filipina, untuk meminta klarifikasi informasi pembakaran alat kesenian reog oleh oknum pejabat KJRI.
Sekjen Paguyuban Reog Jabodetabek, Agus Setiyoko mengatakan pihaknya mengharapkan KJRI Davao selain memberikan penjelasan rinci mengenai pembakaran reog tersebut, juga dapat menyiarkan klarifikasi tentang pembakaran benda-benda kesenian reog itu di sejumlah media nasional.",Hoax,"Ribuan seniman Reog Ponorogo menggelar demonstrasi, Selasa (10/11/2015), sebagai bentuk protes atas pembakaran properti reog di Konsulat Jenderal Republik Indonesia (KJRI) Davao di Filipina.
"
"Sejumlah anggota Komunitas Reyog Ponorogo (KRP) mendatangi kantor Kementerian Luar Negeri (Kemlu) untuk meminta informasi dan klarifikasi terkait pembakaran reyog di KJRI Davao, Philipina. KJRI Davao sendiri menyebut reyog yang dibakar itu sudah rusak dan dimakan rayap.
18 orang perwakilan KRP berkumpul di depan kantor Kementerian Luar Negeri (Kemlu), Jl Pejambon, Jakarta Pusat, Senin (2/10/2015). Mereka membawa 2 dadak merak, barong, dan gayor bergambar ular naga, spanduk bertuliskan ""Tindak Tegas Pembakaran Reyog di KJRI Davao Philipina"" dan surat terbuka untuk Menteri Luar Negeri Retno LP Marsudi.
Kedatangan mereka terkait adanya pembakaran reog yang terjadi di KJRI Davao pada 20 Oktober lalu. Mereka juga menempel gambar yang memperlihatkan pembakaran reyog tersebut.
""Kedatangan kami untuk meminta secara resmi Kementerian Luar Negeri yang menjadi ""atasan"" KJRI Davao  Philipina untuk menyampaikan informasi dan klarifikasi secara jujur dan transparan terhadap pembakaran property Reyog Ponorogo, "" kata Ketua KRP, Suyatno kepada suarajakarta.co, Senin (2/11).
Suyatno antara lain didampingi oleh Wakil Ketua KRP Suparno Nojeng, Sekretaris KRP M Syaiful Jihad, Bendahara KRP Agus Susanto, pimpinan grup reyog Singo Wiro Yudho, Eko Prasetyo dan seniman reyog yang pernah tampil di Davao Philipina pada tahun 2005, Suyono Gendon.
Setelah menunggu beberapa lama, 6 orang perwakilan KRP diterima Siti Sofia Sudarma, Direktur Informasi dan Media Kementerian Luar Negeri pukul 10.20 WIB. Selama 30 menit mereka melakukan pertemuan dan hasilnya pihak Kemlu berjanji akan mencari informasi terkait peristiwa tersebut dengan membentuk tim ke KJRI Davao dalam waktu dekat.
""Tim tersebut akan mengklarifikasi lebih lanjut kejadian tersebut dan hasilnya nanti akan kami sampaikan kepada KRP,"" ucap Sofia.
Penjelasan KJRI Davao
Sedangkan dalam siaran pers KJRI Davao yang dilansir di situsnya, dijelaskan bahwa pada tanggal 20 Oktober 2015 KJRI Davao City terpaksa melakukan pemusnahan reog Ponorogo yang telah menjadi aset KJRI Davao City sejak tahun 1988. Pemusnahan dengan cara dibakar tersebut terpaksa dilakukan karena reog Ponorogo sudah dalam kondisi rusak dan dimakan rayap.
""Pembakaran tersebut sama sekali bukan merupakan upaya KJRI Davao City untuk merusak ataupun menghilangkan reog Ponorogo sebagai aset budaya. Pemusnahan aset tersebut telah dilakukan secara hati-hati dan penuh rasa penghormatan terhadap reog Ponorogo sebagai aset budaya. KJRI Davao City juga ingin menegaskan bahwa pembakaran tersebut sama sekali tidak ada kaitannya dengan upaya-upaya untuk pengusiran berhala atau mahluk halus,"" tulisnya.
""KJRI Davao City saat ini tengah berkomunikasi dengan pihak-pihak di Indonesia untuk mengupayakan mencari reog Ponorogo pengganti yang baru,"" sambungnya.",Hoax,"Sejumlah anggota Komunitas Reyog Ponorogo (KRP) mendatangi kantor Kementerian Luar Negeri (Kemlu) untuk meminta informasi dan klarifikasi terkait pembakaran reyog di KJRI Davao, Philipina."
"Jakarta - Sejumlah anggota Komunitas Reyog Ponorogo (KRP) mendatangi kantor Kementerian Luar Negeri (Kemlu) untuk meminta informasi dan klarifikasi terkait pembakaran reyog di KJRI Davao, Philipina. KJRI Davao sendiri menyebut reyog yang dibakar itu sudah rusak dan dimakan rayap.

18 orang perwakilan KRP berkumpul di depan kantor Kementerian Luar Negeri (Kemlu), Jl Pejambon, Jakarta Pusat, Senin (2/10/2015). Mereka membawa 2 dadak merak, barong, dan gayor bergambar ular naga, spanduk bertuliskan Tindak Tegas Pembakaran Reyog di KJRI Davao Philipina dan surat terbuka untuk Menteri Luar Negeri Retno LPMarsudi. 

Kedatangan mereka terkait adanya pembakaran reog yang terjadi di KJRI Davao pada 20 Oktober lalu. Mereka juga menempel gambar yang memperlihatkan pembakaran reyog tersebut.
""Kedatangan kami untuk meminta secara resmi Kementerian Luar Negeri yang menjadi atasan KJRI Davao  Philipina untuk menyampaikan informasi dan klarifikasi secara jujur dan transparan terhadap pembakaran property Reyog Ponorogo,  kata Ketua KRP, Suyatno kepada wartawan.
 
Suyatno antara lain didampingi oleh Wakil Ketua KRP Suparno Nojeng, Sekretaris KRP M Syaiful Jihad, Bendahara KRP Agus Susanto, pimpinan grup reyog Singo Wiro Yudho, Eko Prasetyo dan seniman reyog yang pernah tampil di Davao Philipina pada tahun 2005, Suyono Gendon.
 
Setelah menunggu beberapa lama, 6 orang perwakilan KRP diterima Siti Sofia Sudarma, Direktur Informasi dan Media Kementerian Luar Negeri pukul 10.20 WIB. Selama 30 menit mereka melakukan pertemuan dan hasilnya pihak Kemlu berjanji akan mencari informasi terkait peristiwa tersebut dengan membentuk tim ke KJRI Davao dalam waktu dekat.
 
""Tim tersebut akan mengklarifikasi lebih lanjut  kejadian tersebut dan hasilnya nanti akan kami sampaikan kepada KRP,"" ucap Sofia. 
 
Penjelasan KJRI Davao

Sedangkan dalam siaran pers KJRI Davao yang dilansir di situsnya, dijelaskan bahwa pada tanggal 20 Oktober 2015 KJRI Davao City terpaksa melakukan pemusnahan reog Ponorogo yang telah menjadi aset KJRI Davao City sejak tahun 1988. Pemusnahan dengan cara dibakar tersebut terpaksa dilakukan karena reog Ponorogo sudah dalam kondisi rusak dan dimakan rayap.

""Pembakaran tersebut sama sekali bukan merupakan upaya KJRI Davao City untuk merusak ataupun menghilangkan reog Ponorogo sebagai aset budaya. Pemusnahan aset tersebut telah dilakukan secara hati-hati dan penuh rasa penghormatan terhadap reog Ponorogo sebagai aset budaya. KJRI Davao City juga ingin menegaskan bahwa pembakaran tersebut sama sekali tidak ada kaitannya dengan upaya-upaya untuk pengusiran berhala atau mahluk halus,"" tulisnya.
 
""KJRI Davao City saat ini tengah berkomunikasi dengan pihak-pihak di Indonesia untuk mengupayakan mencari reog Ponorogo pengganti yang baru,"" sambungnya",Valid,"Jakarta - Sejumlah anggota Komunitas Reyog Ponorogo (KRP) mendatangi kantor Kementerian Luar Negeri (Kemlu) untuk meminta informasi dan klarifikasi terkait pembakaran reyog di KJRI Davao, Philipina."
"JAKARTA  Komunitas Reyog Ponorogo (KRP) menemui Menteri Luar Negeri Retno LP Marsudi untuk mempertanyakan insiden pembakaran Reyog Ponorogo di KJRI Davao  Philipina. Menlu Retno yang menerima langsung memberikan klarifikasi, dan meminta pecinta reyog untuk manahan diri.

Menurut Wakil Ketua Komunitas Reyog Ponorogo (KRP) Suparno Nojeng, pertemuan berlangsung Senin (9/11) mulai pukul 14.00  15.00 di Ruang Rapat Menlu, Jalan Pejambon 6 Jakarta Pusat. KRP menyampaikan beberapa hal yakni, antara lain, minta press release ""klarifikasi"" yang dikeluarkan KJRI Davao City, Republik Filipina, Sabtu 31 Oktober 2015 (tanpa ada tanda tangan dan pejabat yang mengeluarkan) penuh dengan kejanggalan, seperti tahun aset 1988.

""Kami juga mempertanyakan Tim yang dibentuk Kemlu terkait insiden tersebut, sebagaimana disampaikan Direktur Informasi dan Media, Siti Shofia Sudarma pada Senin 2 November 2015 di Kemenlu,"" kata Suparno dalam rilis yang diterima redaksi, Senin malam.
Menurut dia, saat ini perlu pengawalan terhadap Tim yang dibentuk Kemlu sehingga berjalan secara terbuka, transparan dan penuh kejujuran. Sensitifitas Kemlu terhadap insiden ini sangat ditunggu pegiat dan pecinta Reyog.
Pihaknya berpendapat, insiden ini harus diselesaikan secara hukum (baik pidana, maupun perdata) sehingga terungkap ""aktor intelektual""nya. "" Perlindungan dan jaminan keamanan terhadap WNI yang ada di Davao, khususnya WNI yang telah mengungkap insiden ini,"" ungkapnya sambil menambahkan, berita pembakaran reyog tersebut telah membuat suasana panas, terutama di Ponorogo.
Menenangkan Pecinta Reyog
Sementara itu, kata Suparno, Menlu Retno LP Marsudi yang didampingi Dirjen Informasi dan Diplomasi Publik, Esti Andayani menyampaikan beberapa hal. ""Di antaranya, meminta KRP untuk menenangkan reaksi masyarakat pecinta Reyog, dan memahami suasana kebatinan pecinta reyog dan tidak ada upaya untuk tidak menghormati budaya karena hal telah melekat dalam diri diplomat,"" ujarnya mengutip pernyataan Menlu.
Dikatakan pulan Menlu telah mendapatkan informasi dari Konsulat Jenderal Eko Hartono, property reyog telah mengalami kerusakan dan ada instruksi untuk segera menggantinya. Juga, telah dilakukan audit internal oleh pihak KJRI Davao, sementara audit eksternal dilakukan oleh Inspektorat Jenderal, berupa Tim untuk mengetahui apa sebenarnya yang terjadi di KJRI Davao, progress maupun hasil akan terbuka dan dapat diakses oleh publik.
Ditekankan pula, soal azas praduga tak bersalah tetap harus dikedepankan terhadap insiden pembakaran reyog. Menlu juga menjamin WNI yang berada di Davao City yang melaporkan insiden pembakaran reyog, tidak akan terjadi apa-apa, apalgi terjadi kekerasan.
Pada kesempatan tersebut, lanjut SUparno, KRP menyerahkan berkas-berkas seperti foto prosesi pembakaran reyog, foto seniman reyog yang tampil di KJRI Davao tahun 2005, copy Klarifikasi KJRI, copy pernyataan maaf staf KJRI, nama-nama orang yang harus diperiksa oleh Tim Kemlu, dan berkas-berkas lainnya",Valid,JAKARTA  Komunitas Reyog Ponorogo ( KRP ) menemui Menteri Luar Negeri Retno LP Marsudi untuk mempertanyakan insiden pembakaran Reyog Ponorogo di KJRI Davao  Philipina .
"Menteri Luar Negeri RI, Retno LP Marsudi memastikan kabar sebuah Reog Ponorogo yang sengaja dibakar di kantor Konsulat Jenderal Republik Indonesia (KJRI) di Davao, Filipina, tidak sepenuhnya benar.

""Reog dan hiasan gamelan berupa kepala naga dibakar karena sudah rusak dan penuh dengan rayap,"" uajr Retno melalui pesan singkat, Sabtu, 31 Oktober 2015.

Sebagai informasi, beberapa media sempat mempublikasikan berita yang menyebutkan bahwa pejabat di KJRI Davao membiarkan oknum membakar hasil budaya bangsa Indonesia tersebut karena dianggap menyembah berhala.

Dilaporkan bahwa Reog dan hiasan kepala naga tersebut dibakar pada tanggal 20 Oktober 2015 di halaman kantor KJRI Davao dengan bantuan dua orang satpam. Kendati demikian, Menlu Retno megklarifikasi isi pemberitaan tersebut.

""Reog sudah rusak jadi tidak ada kaitannya dengan anggapan menyembah berhala,"" kata Retno.",Valid,"Menteri Luar Negeri RI, Retno LP Marsudi memastikan kabar sebuah Reog Ponorogo yang sengaja dibakar di kantor Konsulat Jenderal Republik Indonesia (KJRI) di Davao, Filipina, tidak sepenuhnya benar.

"
