berita,tagging,judul_berita
"Tahun 2012 kita dihebohkan dengan munculnya kuas atau sikat yang bebahan bulu babi sampai-sampai MUI mengeluarkan fatwa haram menggunakan sikat bulu babi, namun baru-baru ini muncul kembali info sikat gigi yang berbahan bulu babi. Informasi bagi anda kaum Muslim agar lebih teliti dalam memilih sikat gigi, karena ada produk pembersih gigi yang menggunakan bahan dari yang tidak halal.
Ayoo cek sikat giginya, bila ada tulisan ""Bristle"" pada kemasan, maka berarti sikat gigi tersebut mengandung bulu BABI.
Bristle berarti Pig Hair alias Bulu Babi! Jadi periksa kembali kemasan sikat gigi anda saat membeli.
Demikian juga pada kuas (pengoles roti), Biasanya tertulis ""Bristle"", ""Pure Bristle"", ""100% China Bristle"".
""Bulu sikat gigi anda terbuat dari apa? Plastik atau Bulu Babi ? Cara mengeceknya :
Lihat bungkusnya , jika dari bristles, maka terbuat dari bulu babi.Silahkan bulu sikatnya dibakar, jika tercium seperti bau rambut terbakar, berarti dari bulu babi. Tapi jika meleleh dan jadi keras berarti dari plastik dan aman digunakan.
Resiko pakai yang haram : Ibadah ditolak, doa ditolak, dan neraka lebih layak (hadist). Selamatkan diri kita dan orang-orang yang kita cintai. ""
Dalam kehidupan sehari-hari, kita menggunakan aneka macam kuas untuk merias wajah, melukis, membersihkan debu, mengecat rumah, mengoles loyang kue, hingga mengoles makanan. Seperti ayam bakar, roti, kue, dan aneka daging serta seafood yang dipanggang atau dibakar. Sementara sikat berguna saat menyisir rambut, membersihkan rambut di salon atau pangkas rambut, mencuci baju, dan menggosok lantai.
Tahukah Anda, berasal dari apakah kuas & sikat yang Anda pakai itu? Kemungkinan besar adalah DARI BULU BABI!
Kuas yang disuplai di Indonesia, umumnya berasal dari China. Kuas impor tersebut diproduksi menggunakan bulu babi, terutama babi hutan yang berbulu lebih banyak. Bulu babi dianggap lebih ekonomis dibanding bulu binatang lain, seperti kambing, tupai, musang, kuda, rakun, unta, dan anjing.
Bagi umat muslim, penggunaan bulu babi jelas HARAM. Sekecil apapun, material dari babi terlarang untuk dikonsumsi dan untuk aplikasi.
(istilahnyaPIG/BOAR/HOG/BRISTLE HAIR BRUSH) yang dijual berbagai TEMPAT, SEPERTI PASAR, TOKO ALAT LUKIS, TOKO BAHAN BANGUNAN, TOKO ALAT MAKE UP & SALON, TOKO ONLINE, DLL. APAKAH ANDA FAMILIAR DENGAN BERAGAM BENTUK DI BAWAH INI? ADA KUAS LUKIS, KUAS CAT TEMBOK, KUAS MAKE UP, SIKAT RAMBUT, SIKATBARBER/TUKANG CUKUR, SIKAT BAJU, DLL. WASPADALAH!
TIPS MENGHINDARI PENGGUNAAN KUAS DAN SIKAT BULU BABI :
1. GUNAKAN KUAS & SIKAT YANG 100% SINTETIS, SEPERTI BAHAN NILON. Tersedia kuas cat tembok dan kuas oles makanan, dengan harga yang sedikit lebih mahal. Bahan nilon teksturnya seperti bahan plastik untuk sikat gigi.
2. GUNAKAN ALTERNATIF LAIN SELAIN KUAS. Contohnya roller paintuntuk mengecat, spon & cotton buds untuk merias wajah, serta pisau & spatula untuk mengoles makanan.
3. WASPADAI MAKANAN YANG PROSES PEMASAKAN DAN PEMBERSIHAN ALAT-ALATNYA MENGGUNAKAN KUAS BABI.
4. CIRI KUAS BULU BABI, BILA DIBAKAR AKAN MENIMBULKAN BAU YANG KHAS SEPERTI DAGING DIPANGGANG.
5. BIASANYA KUAS BULU BABI DIJUAL BERWARNA PUTIH & HITAM.Namun, produsen bisa saja memproses bulu babi dengan cara diputihkan lalu diberi pewarna, sehingga seolah-olah seperti bulu binatang lain. (AND)
Bagikan info ini pada keluarga dan teman agar lebih banyak orang membacanya sehingga terhindar dari produk yang tidak halalsemoga bermanfaat",Hoax,"Tahun 2012 kita dihebohkan dengan muncul nya kuas atau sikat yang bebahan bulu babi sampai-sampai MUI mengeluarkan fatwa haram menggunakan sikat bulu babi , namun baru-baru ini muncul kembali info sikat gigi yang berbahan bulu babi ."
"Masyarakat Muslim sempat dihebohkan dengan kabar tentang sikat gigi berbahan bulu babi. Salah satu penandanya adalah kandungan bahan pembuat sikat gigi, bristle yang tercantum dalam kemasan.
Kata 'bristle' tersebut lantas diartikan sebagai bulu babi. Alhasil, banyak Muslim menjadi khawatir menggunakan sikat gigi yang beredar di pasaran.
Tetapi, benarkah bristle bermakna bulu babi? Terkait perkara ini, Lembaga Pengkajian Pangan Obat-obatan dan Kosmetika Majelis Ulama Indonesia (LPPOM MUI) memberikan penjelasannya.
Dikutip dari laman halalmui.org, LPPOM MUI menjelaskan istilah bristle berarti rambut atau serat yang kaku. Definisi ini merujuk pada Websters Dictionary, sehingga semua rambut kaku, termasuk jenggot kaku, ijuk, daun pinus masuk ke dalam kategori bristle.
Dalam dunia industri, bristle memang kerap digunakan sebagai bahan pembuatan kuas dan sikat, termasuk sikat gigi. Bahan bristle bisa berasal dari hewan seperti babi, kuda, kambing, atau serat sintesis seperti nylon dan silikon.
Untuk menegaskan bulu apa yang digunakan pada suatu sikat gigi, biasanya istilah bristle akan ditulis dalam nama produk. Sebagai misal, Boar Bristle Brush yang artinya Sikat Bulu Babi. Boar berarti babi hutan atau celeng.
Jika mendapati sikat gigi mencantumkan kalimat di atas pada kemasan, maka sikat gigi tersebut dinyatakan haram digunakan.
""Artinya produk tersebut merupakan sikat yang menggunakan bulu babi hutan. Sikat gigi pun juga bisa menggunakan bulu celeng ini,"" tulis LPPOM MUI, dikutip dari halalmui.org, Rabu, 2 November 2016.
Tetapi, tidak semua sikat gigi tercantum istilah bristle dalam kemasannya pasti berbahan bulu babi. Sudah ada banyak produsen yang menggunakan bulu kuda, kambing, unta, serta serat nylon dan silikon pada produk sikat gigi mereka.
""Ketika tidak ada informasi sumber bahannya, paling tidak dapat dipakai cara sederhana. Untuk memastikan apakah berbahan bulu hewan atau tidak, cara yang dimaksud adalah dengan membakar bahan tersebut.""
""Jika baunya seperti rambut atau tanduk terbakar, lebih baik tinggalkan saja. Bahan dari plastik atau sabut kelapa tidak mengeluarkan bau khas seperti itu jika dibakar."" tulis LPPOM MUI",Valid,Masyarakat Muslim sempat dihebohkan dengan kabar tentang sikat gigi berbahan bulu babi.
"Alam Islam - Bantu meluruskan kembali, stelah HOAX kode E sebagai produk dgn babi semua, ini penjelasan HOAX kalau bristles juga babi semua, semoga bisa mengurangi keresahan masyarakat BRISTLE Akhirnya lewat juga thread bristle di news feed say Gini ya buibu : Bristle adalah kata yang masih bersifat umum. Kalo dalam bahasa Arab, isim nakirah. Arti kata bristle adalah helaian yang halus/tipis (filamen) dan kokoh/kuat, menurut kamus2 berikut ini : Tulisan bristle yang ada pada sikat gigi, se-mata2 berarti bulu, BUKAN bulu babi. Nah kata bristle yang sifatnya umum (isim nakirah) itu baru bermakna lebih khusus ketika disandingkan dengan kata lain, misal : pure bristle atau 100% bristle atau natural bristle : artinya bulu berbahan murni bulu hewan atau serat tumbuhan Tetap masih BELUM TENTU dari bulu BABI. Bisa dari kuda atau hewan2 lainnya. Bristle dari serat tumbuhan pun ada, yaitu kayu SIWAK. Bulu atau bristle pada sikat gigi jaman dinasti Tang (619 - 907) memang terbuat dari bulu babi, tetapi sikat gigi modern yang dibuat sejak tahun 1938 dibuat dari NYLON. sejarahnya bisa di lihat di sini : Hingga saat ini MASIH ADA sekitar 10% sikat gigi dari bulu babi beredar di SELURUH DUNIA (jadi BUKAN 10% di Indonesia seperti yang dituliskan Jeng yang statusnya saya foto). Untuk alasan higiene, produsen dan konsumen sikat gigi modern sendiri lebih memilih sikat gigi berbahan nylon. Tampaknya keriaan menyambut informasi bristle sikat gigi terjadi akibat kekeliruan pemahaman ketika membaca artikel di situs milik LPPOK MUI. Artikel yang membahas BULU KUAS UNTUK MASAK-MEMASAK, dianggap sama dengan bulu pada sikat gigi. artikelnya yang ini : bagian yang disalahpahami yang ini : Pada gagang kuas berbulu babi sering tertulis kata : Bristle, Pure Bristle, 100% China Bristle, dll. SALAH SATU makna kata Bristle adalah Pig Hair atau bulu babi (Websters Dictionary) yang berstatus najis apabila basah. Oleh karena itu, roti yang terkena sapuan kuas najis menjadi terkena najis, sehingga haram dimakan. Pengganti kuas bulu babi adalah kuas dari bahan plastik (polyester). Perusahaan kuas merk Ken Master dan Selery juga meproduksi kuas dari bahan halal ini. Kata SALAH SATU dalam artikel itu tidak dipahami sebagaimana mestinya dimana salah satu juga berarti TIDAK SEMUA makna kata bristle adalah bulu babi, termasuk bulu sikat gigi modern yang bristlenya NYLON. DAN sebagian orang tidak mau repot2 memeriksa ulang apakah benar kata bristle HANYA berarti berarti bulu babi. Qadar Allah kekeliruan ini begitu masif sampai2 salah satu situs milik salah satu asatidz pun memaknainya secara keliru. Jadi saya berharap pengelola situs LPPOM MUI (mungkin ada yang bisa kontak pak Nanung untuk mengoreksi artikel itu) mau mengoreksi artikel itu dengan memberi keterangan yang lebih rinci perihal arti kata bristle agar tidak terjadi kekeliruan2 bin ngeyel yang sama seperti pada apa yang kita lihat dalam gambar di bawah ini.",Valid,"Alam Islam - Bantu meluruskan kembali, stelah HOAX kode E sebagai produk dgn babi semua, ini penjelasan HOAX kalau bristles juga babi semua, semoga bisa mengurangi keresahan masyarakat BRISTLE Akhirnya lewat juga thread bristle di news feed say Gini ya buibu : Bristle adalah kata yang masih bersifat umum."
"Beberapa waktu lalu media sosial diramaikan oleh status yang dibagikan seorang nitizen tentang sikat gigi yang diduga dari bulu babi. Yang menjadi perhatian netizen tersebut adalah adanya tulisan bristle di kemasan sikat gigi yang kontan membuat netizen bertanya benarkah sikat gigi tersebut tidak dapat dikatakan sebagai produk halal???

Hal ini bermula dari artikel tentang kuas bulu babi yang beredar sebelumnya, dapat dilihat di situs LPPOM MUI :

Artikel tersebut menyatakan bahwa pada gagang kuas berbulu babi sering tertulis kata : Bristle, PureBristle, 100% China Bristle, dan lain-lain. SALAH SATU makna kata Bristle adalah Pig Hair atau bulu babi (Websters Dictionary) yang berstatus najis apabila basah.

Penggunaan kata SALAH SATU dalam artikel tersebut ternyata salah dipahami sebagian netizen yang menyamaratakan pengertian bristle dengan bulu babi. Padahal apabila kita telusuri lebih lanjut, pengertian bristle itu jauh lebih umum dari sekedar bulu babi. Bristle merupakan serat atau bulu kaku/kuat, baik alami yang berasal dari serat tumbuhan dan rambut binatang atau buatan (sintetis). Dari definisi tersebut maka kata bristle pada kemasan sikat gigi tidak serta merta menjadikan sikat gigi tersebut berasal dari bulu babi. Hal ini berarti sikat gigi tersebut bisa saja berasal dari bulu hewan yang lain, serat tumbuhan atau bahkan dari bulu sintetis.

Apabila kita melihat kembali sejarah dan perkembangan sikat gigi, bulu sikat yang terdapat pada sikat gigi awalnya memang berasal dari bulu babi hutan (Siberia). Namun seiring perkembangan teknologi, pada tahun 1938 sikat gigi sudah mulai diproduksi dengan bulu sikat berbahan nilon yang tetap mendominasi hingga saat ini. Meskipun demikian tidak bisa dipungkiri masih ada sekitar 10% di seluruh dunia produk sikat gigi yang bulu sikatnya berasal dari bulu babi.

Setelah kita memahami definisi bristle yang sesungguhya, lantas bagaimana cara kita mengetahui apakah sikat gigi tersebut berasal dari serat/bulu yang tidak halal? Cara sederhana adalah mencari keterangan di situs resmi produsen sikat gigi tersebut, atau bahkan menanyakan langsung ke pusat layanan konsumen.

Arus informasi di media sosial yang sangat pesat menjadikan kita harus lebih berhati-hati dalam menyebarkan informasi. Apabila kita belum bisa menemukan informasi valid, alangkah baiknya informasi tersebut ditanyakan di forum yang memang berkaitan dengan informasi tersebut. Info mengenai kehalalan suatu produk, tentunya tidak hanya makanan/minuman/kosmetik tetapi juga gaya hidup dan pemikiran, menjadi bagian yang sangat penting dalam kehidupan seorang muslim karena berimbas pada urusan ibadah dan akhirat. Sejatinya urusan halal dan haram bukan hanya tanggung jawab MUI atau pemerintah melainkan urusan kita sebagai umat muslim,.

Oleh karena itu, Halal Corner mengajak kaum muslimin/muslimah untuk bergabung dengan komunitas pejuang halal. Halal Corner merupakansebuah komunitas yang didirikan sebagai wadah untuk berkomunikasi aktif / sharing mengenai berbagai produk halal khususnya di daerah setempat serta memberikan penyuluhan dan pendidikan halal bagi kaum muslim dalam bentuk pelatihan, kampanye halal, serta kegiatan-kegiatan edukatif yang membangun kesadaran masyarakat akan pentingnya produk hala6l.",Hoax,Beberapa waktu lalu media sosial diramaikan oleh status yang dibagikan seorang nitizen tentang sikat gigi yang diduga dari bulu babi .
"Belakangan ini, netizen dibuat heboh dengan beredarnya produk kuas atau sikat/sikat gigi berbahan bristle, yang diartikan dengan bulu babi. Padahal sejatinya istilah bristle tak selalu mengacu kepada bulu babi.

Makna bristle secara leksikal adalah a short, stiff hair, fiber. Jadi semua rambut, serat yang kaku, maka secara istilah akan disebut sebagai bristle. Rambut, jenggot yang kaku, bisa dikategorikan sebagai bristle. Contoh yang lain adalah ijuk atau daun pinus yang kaku pun bisa disebut dengan bristle.

Dalam dunia insdustri, bristle memang digunakan sebagai bahan pembuat kuas atau sikat (brush) termasuk sikat gigi (tootbrush). Bristle dimaksud bisa bersumber dari bulu hewan atau serat tanaman atau serat sintetik seperti nylon dan silikon. Bulu hewan yang digunakan bisa bersumber dari dari babi, kambing, kuda, atau unta. Serat tanaman yang biasa dibuat bahan kuas atau sikat antara lain adalah ijuk. Bahan lain seperti nylon juga kerap digunakan untuk membuat sikat dan kuas.

Dari aspek kehalalan bahan kuas dan sikat termasuk sikat gigi yang berasal dari bulu hewan adalah titik kritis yang perlu dicermati. Ketika produk kuas dan sikat terbuat dari babi, maka barang tersebut tidak boleh digunakan karena bahan apapun yang berasal dari babi adalah haram sekaligus dan najis, baik dalam bentuk kering ataupun basah. MUI pun telah memfatwakan bahwa apapun yang berasal dari babi, haram untuk dimanfaatkan, termasuk bulunya.

Namun masalahnya, tidak semua pengguna kuas atau sikat/sikat gigi mampu mengenali apakah kuas yang digunakannya adalah kuas atau sikat yang berasal dari bulu babi atau tidak. Salah satu informasi yang bisa dilihat sebagai penanda bahwa sikat atau kuas berasal dari bulu babi adalah adanya tulisan seperti contohnya Boar Bristle Brush. Boar adalah istilah bahasa Inggris untuk babi hutan atau celeng. Artinya produk tersebut merupakan sikat/sikat gigi yang menggunakan bulu babi hutan.

Contoh produk sikat gigi yang terbuat dari bulu babi adalah seperti yang dijual di Amazon.com. Toko online ini menawarkan sikat gigi babi dengan nama 

Adapun contoh produk sikat yang terbuat dari bulu babi antara lain, produk 

Namun perlu diingat bahwa tidak semua tulisan bristle berarti bulu babi. Ada beberapa produsen yang menggunakan istilah tersebut untuk bahan-bahan lain seperti bulu kambing, unta, kuda, dan bahan nylon.

Untuk memastikan apakah produk sikat/kuas berbahan dari hewan atau tidak, anda dapat membakar bahan tersebut. Bila tercium bau seperti rambut atau tanduk terbakar, lebih baik ditinggalkan saja, seperti dilansir dari halalmui.org. Bahan dari plastik atau sabut kelapa tidak mengeluarkan bau khas seperti itu jika dibakar.",Hoax,"Belakangan ini, netizen dibuat heboh dengan beredarnya produk kuas atau sikat/sikat gigi berbahan bristle, yang diartikan dengan bulu babi."
"Terkait di sikat gigi bermerek Oral B yang terbuat dari Bristles. Dari hasil pencarian di google Bristles artinya bulu babi, Kepala Dinas Kesehatan Sumut, Usma Polita mengatakan akan mencari kebenaran mengenai sikat gigi yang diduga mengandung bulu babi.

""Sekarang saya mau lihat dulu kebenaran hal tersebut, karena memang perlu diteliti, apakah mengandung bulu babi atau tidak. Jika terbukti, harus ada kesiapan MUI menyatakan halal atau tidak halal, kami mengerjakan kalau ada statmen seperti itu,"" kata di Jalan Mangkara, Selasa (8/3/2016).

Sementara itu Ketua MUI Kota Medan, Muhammad Hatta mengatakan, jika benar sikat gigi tersebut terbuat dari bulu babi, sikat gigi tersebut haram.

""Dalam Al Surah Surah Al Maidah ayat 3 dijelaskan turunan dari babi itu haram. Keharaman ini akan kita telusuri, benar-benar dari bulu babi atau tidak,"" katanya via seluler.

Dia menambahkan, jika terbukti MUI akan publikasi kepada masyarakat agar tidak menggunakan sikat gigi tersebut. Selain itu, MUI akan menarik produk tersebut dari pasar.",Valid,Terkait di sikat gigi bermerek Oral B yang terbuat dari Bristles.
" Saat ini beredar sikat gigi yang ternyta terbuat dari salah satu bagian tubuh babi, yaitu bulunya. Cara menemukannya adalah lihat pada bungkus sikat gigi tersebut apakah ada tulisan China Bristles ataupun Bristles.

China Bristles merupakan nama lain dari bulu babi dan diproduksi kebanyakan oleh wilayah Tiongkok, Cina. Hal ini wajib kita ketahui karena berdasarkan pendapat Imam Syafii bahwa kuas yang terbuat dari bulu babi adalah najis.

Bulu babi memang menjadi pilihan produsen sikat gigi karena harga bahannya yang lebih murah dibandingkan dengan bulu sintetis. Produsen hanya tinggal mengumpulkan, membersihkan dan memotongnya.


Tiongkok memang menjadi tempat yang banyak menyetok kulit babi dikarenakan babi dianggap halal oleh masyarakatnya untuk dikonsumsi.

Tak hanya sikat gigi saja yang harus diwaspadai, namun kuas untuk mengecat ataupun kuas untuk mengoles kue pun harus menjadi perhatian kita sebagai umat muslim. Contoh nyata adalah kasus kuas bermerek Eterna yang telah diuji oleh LPPOM dan hasilnya positif menggunakan bulu babi.

Selain melihat dari bungkusnya, ada cara lain untuk mengetahuinya yaitu dengan membakarnya. Jika sikat atau kuas itu baunya menyengat, kemungkinan besar telah menggunakan bulu babi.

Menurut Imam Syafii, kuas berbahan bulu babi yang dipakai untuk mengecat masjid akan menjadikan masjid tertutupi najis dan harus segera dihilangkan. Terlebih lagi jika bulu babi tersebut menjadi sikat gigi yang setiap hari kita gunakan.

Oleh karena itu hati-hatilah dan terus lakukan kewaspadaan terhadap berbagai produk yang bisa mendatangkan kerugian bagi kita selaku muslim.",Hoax," Saat ini beredar sikat gigi yang ternyta terbuat dari salah satu bagian tubuh babi, yaitu bulunya."
"Sekretaris Dinas Kesehatan Sumut, Afwan Lubis tidak yakin dengan adanya sikat gigi terbuat dari bulu babi. ""Saya rasa tidak mungkinlah. Tapi gimana ya? Kami bisa komentar kalau ada uji labolatorium dulu. Saat ini belum ada uji labolatorium,"" katanya via seluler, Senin (7/3/2016) Dia menambahkan, uji labolatorium dilakukan jika ada laporan dari masyarakat mengenai sikat gigi bulu babi tersebut. Jika benar mengandung bulu babi, maka tidak boleh beredar karena ada unsur tidak halalnya. Sementara itu Ketua MUI Kota Medan, Muhammad Hatta mengatakan, jika benar sikat gigi tersebut terbuat dari bulu babi, sikat gigi tersebut haram. ""Dalam Al Surah Surah Al Maidah ayat 3 dijelaskan turunan dari babi itu haram. Keharaman ini akan kita telusuri, benar-benar dari bulu babi atau tidak,"" katanya via seluler. Dia menambahkan, jika terbukti MUI akan publikasi kepada masyarakat agar tidak mengunakan sikat gigi tersebut. Selain itu, MUI akan menarik produk tersebut dari pasar.",Hoax,"Sekretaris Dinas Kesehatan Sumut, Afwan Lubis tidak yakin dengan adanya sikat gigi terbuat dari bulu babi."
"Terkait keresahan masyarakat mengenai salah satu produk sikat gigi yang mengandung bahan dari Bristles (bulu babi), Yayasan Lembaga Konsumen Indonesia (YLKI) akhirnya angkat bicara.

Ketua YLKI, Abu Bakar Siddiq mengatakan, masalah ini harus ditanggapi serius oleh instansi terkait seperti Dinas Kesehatan dan BPOM untuk melakukan penyidikan terhadap produk tersebut.

""Jangan sampai masyarakat terkena imbasnya. Jika benar produk tersebut menggunakan bahan dari bulu babi, maka produk tersebut harus ditarik segera dari peredaran,"" jelasnya ketika di konfirmasi melalui seluler oleh Analisadaily.com, Jumat (18/3).

Abu Bakar menjelaskan, apabila ada suatu bahan ataupun produk-produk yang tidak halal, jelas itu sangat merugikan masyarakat, khususnya yang beragama Islam.

""Kalau ini benar-benar terbukti, maka kita akan melakukan tuntutan terhadap produk tersebut karena tidak ada label halalnya,"" tambah Abu Bakar.

Sementara Kadis Kesehatan Kota Medan, Dra. Hj. Usma Polita Nasution M.kes menjelaskan, pihaknya akan melakukan penelitian untuk mencari tahu apakah benar sikat gigi tersebut mengandung bulu babi.

""Kita akan koordinasi sama MUI dan BPOM apakah benar itu terbukti mengandung bulu babi, karena itu kapasitasnya MUI yang menyatakan halal atau tidak,"" jelasnya.

Apabila MUI sudah memiliki tanggapan, maka Dinkes Kota Medan akan berani mengambil kebijakan terhadap produk tersebut.

""Kalau MUI dan BPOM sudah benar-benar menyatakan sikap, maka kita akan ambil kebijakan,"" tambahnya.",Hoax,"Terkait keresahan masyarakat mengenai salah satu produk sikat gigi yang mengandung bahan dari Bristles (bulu babi), Yayasan Lembaga Konsumen Indonesia (YLKI) akhirnya angkat bicara.

"
"Fakta:
Berikut adalah penjelasan MUI soal masalah diatas yang diambil dari laman halalmui.org yang tautannya ada di bawah:

Akhir-akhir ini dunia maya diributkan dengan kuas atau sikat/sikat gigi yang terbuat dari bristle karena dianggap PASTI dari babi.  Walaupun kita dituntut waspada, namun tidak semua istilah bristle selalu mengacu kepada bulu babi.

Makna bristle secara leksikal adalah a short, stiff  hair, fiber, etc (Websters Dictionary). Jadi semua rambut, serat yang kaku, maka secara istilah akan disebut sebagai bristle.  Rambut, jenggot yang kaku, bisa dikategorikan sebagai bristle.  Contoh yang lain adalah ijuk atau daun pinus yang kaku pun bisa disebut sebagai bristle.

Lantas, bagaimana aplikasinya di dalam dunia industri? Dalam dunia industri bristle memang digunakan sebagai bahan pembuat kuas atau sikat (brush) termasuk sikat gigi (toothbrush). Bristle dimaksud bisa bersumber dari bulu hewan atau serat tanaman atau serat sintetik seperti nylon dan silikon. Bulu hewan yang digunakan bisa bersumber dari babi, kambing, kuda, atau unta. Serat tanaman yang pernah juga digunakan sebagai bahan kuas atau sikat adalah ijuk. Nylon pun serat sintetik yang jamak digunakan untuk bahan kuas, sikat atau pun sikat gigi.

Dari aspek kehalalan bahan kuas dan sikat termasuk sikat gigi yang berasal dari bulu hewan adalah titik kritis.  Ketika bahannya adalah bulu babi maka tidak boleh digunakan karena bahan apapun yang berasal dari babi adalah haram sekaligus najis, baik dalam bentuk kering ataupun basah.   Ditambah lagi selain keharaman zatnya,  MUI sudah memfatwakan apapun yang berasal dari babi haram untuk pemanfaatannya (al-intifa) termasuk bulunya.

Namun masalahnya tidak semua pengguna kuas atau sikat atau sikat gigi mampu mengenali apakah kuas yang digunakannya adalah kuas atau sikat yang berasal dari bulu babi. Salah satu informasi yang bisa dilihat sebagai penanda bahwa sikat atau kuas berasal dari bulu babi adalah dituliskannya
sebagai nama produk misalnya Boar Bristle Brush. Boar adalah istilah bahasa Inggris untuk babi hutan atau celeng. Artinya produk tersebut merupakan sikat yang menggunakan bulu babi hutan. Sikat gigi pun juga bisa menggunakan bulu celeng ini. Amazon.com,
toko online global juga menawarkan sikat gigi babi dengan nama Fuchs Toothbrushes Pure Natural (Boar) Bristle Record V Adult Soft (Pack of 5)-Assorted colors by Fuchs Toothbrushes

Namun, kuas, sikat, atau sikat gigi tidak selalu terbuat dari babi walaupun ada tulisan bristle nya, karena istilah bristle yang masih bersifat umum. Ada beberapa produsen sudah menggunakan bulu kambing atau bulu unta atau kuda sebagai bahan kuas atau berbahan nylon. Kelompok bahan terakhir jelas boleh digunakan. Ketika tidak ada informasi sumber bahannya, paling tidak dapat dipakai cara sederhana. Untuk memastikan apakah berbahan bulu hewan atau tidak, cara yang dimaksud adalah dengan membakar bahan tersebut. Jika baunya seperti rambut atau tanduk terbakar, lebih baik tinggalkan saja. Bahan dari plastik atau sabut kelapa tidak mengeluarkan bau khas seperti itu jika dibakar. ",Valid,"Fakta:
Berikut adalah penjelasan MUI soal masalah diatas yang diambil dari laman halalmui.org yang tautannya ada di bawah:

"
"Sikat gigi merupakan alat mandi terpenting untuk menghilangkan kotoran di sekitar gigi sehingga kesehatan gigi pun terjaga. Namun menggunakan sikat gigi tidak boleh sembarangan terutama dalam memilih sikat gigi yang kamu gunakan. Dan ketika hendak membeli sikat gigi sebaiknya perhatikan kode di belakang ekmasan , jangan sampai sikat gigi kamu terbuat dari bulu babi
Saat ini sejumlah masyarakat dihebohkan dengan salah satu produk sikat gigi yang menggunakan bulu babi. Penggunaan produk itu merujuk tulisan dalam bahasa inggris yakni bristles pada kemasannya
Ada satu kode rahasia yang berarti sikat gigi kamu terbuat dari bulu babi. Sikat gigi bermerek Or** * jelas-jelas terbuat dari bristles. Pada kemasan produk tersebut jelas menerangkan produknya,

Menanggapi kasus ini, Ketua MUI Kota Medan, Muhammad Hatta mengatakan, jika benar sikat gigi tersebut terbuat dari bulu babi, sikat gigi tersebut haram
Dalam Al Surah Surah Al Maidah ayat 3 dijelaskan turunan dari babi itu haram. Keharaman ini akan kita telusuri, benar-benar dari bulu babi atau tidak,&#8221; kata Muhammad Hatta
Namun , Dinas Kesehatan Kota Medan melalui Sekretaris Dinas Kesehatan Sumut, Afwan Lubis tidak yakin dengan adanya sikat gigi terbuat dari bulu babi. Dia menambahkan, uji labolatorium dilakukan jika ada laporan dari masyarakat mengenai sikat gigi bulu babi tersebut. Jika benar mengandung bulu babi, maka tidak boleh beredar karena ada unsur tidak halalnya
Saya rasa tidak mungkinlah. Tapi gimana ya? Kami bisa komentar kalau ada uji labolatorium dulu. Saat ini belum ada uji labolatorium,&#8221; kata Afwan, seperti yang dilansir dari Tribunnews.com (8/3)
",Hoax,Sikat gigi merupakan alat mandi terpenting untuk menghilangkan kotoran di sekitar gigi sehingga kesehatan gigi pun terjaga.
