berita,tagging,judul_berita
"Jakarta, Ada anggapan bahwa pertolongan pertama pada orang yang terkena stroke adalah dengan menusuk telinganya pakai jarum. Konon katanya hal itu untuk mencegah terjadinya perdarahan parah di otak. Sayangnya tidak ada bukti ilmiah yang menguatkan klaim tersebut dan dokter malah tidak menyarankannya. Darah yang keluar ketika telinga ditusuk jarum diyakini akan mengurangi volume darah yang mengalir di sekitar otak. Berkurangnya volume darah akan menurunkan tekanannya, sehingga risiko perdarahan akibat pecahnya pembuluh darah akan berkurang. Namun pakar stroke asal Florida, Jose Vega MD, PhD menegaskan bahwa seorang dokter tidak mungkin menyarankan hal itu. Langkah terbaik saat terjadi serangan stroke adalah secepatnya memanggil ambulans, agar korban mendapat pertolongan yang lebih baik di rumah sakit. Dalam waktu 3 jam, orang stroke harus segera mendapatkan t-PA (obat untuk memecah gumpalan darah). Setiap menit sangat berharga jadi jangan pernah buang-buang waktu, ungkap Dr John Vega dalam tulisannya seperti dikutip dari About.com, Rabu (8/6/2011). Menusuk telinga dengan jarum hingga berdarah tidak akan mengatasi serangan stroke yang dipicu oleh penggumpalan darah atau yang disebut stroke iskemik. Meski telinganya berdarah, otak tetap tidak mendapat suplai oksigen karena pembuluh darahnya masih tersumbat. Sementara untuk stroke akibat perdarahan otak atau stroke hemoragi, hingga kini belum ada bukti ilmiah bahwa menusuk telinga bisa menolong. Cara ini justru berisiko memicu infeksi jika jarumnya tidak steril, atau perdarahan yang tidak terkendali jika cara menusuknya salah. Stroke terjadi ketika sel-sel otak mengalami kerusakan akibat suplai darah terganggu, baik karena tersumbat maupun sebab lain. Lain penyebab, lain pula penanganannya sehingga tidak mungkin dilakukan sendiri tanpa bantuan alat-alat monitoring yang canggih seperti di rumah sakit. Mengingat jenis stroke ada berbagai macam dan masing-masing memiliki faktor pemicu yang berbeda, maka langkah terbaik adalah membawa pasien ke rumah sakit secepat mungkin. Di rumah sakit, dokter akan memeriksa dan menentukan jenis terapi yang paling sesuai.",Valid,"Jakarta, Ada anggapan bahwa pertolongan pertama pada orang yang terkena stroke adalah dengan menusuk telinganya pakai jarum."
"Sebagian masyarakat percaya bahwa tusuk jarum di daun telinga menjadi pertolongan pertama serangan stroke. Ternyata, informasi tersebut salah besar. Anda mungkin pernah membaca postingan di media sosial atau mengetahui informasi tentang metode tusuk jarum di daun telinga sebagai pertolongan pertama pada serangan stroke. Pesan ini bahkan terus berulang disebarkan dan masih saja banyak yang mempercayainya. Di dalam pesan tersebut dijelaskan bagaimana tindakan pertama yang harus dilakukan pada pasien stroke. Jika pasien jatuh seperti di kamar mandi atau kamar tidur, Anda diimbau untuk tidak memindahkannya ke manapun. Selanjutnya, Anda dianjurkan untuk mengambil jarum dan mensterilkannya kemudian menusukkannya pada jari-jari. Setelah itu, keluarkan darah korban setetes atau dua tetes. Masih menurut pesan tersebut, jika mulut pasien miring maka tarik kedua daun telinganya sampai merah dan langsung tusuk bagian bawah daun telinga dengan jarum steril sampai darah keluar kurang lebih 1-2 tetes. Hal ini dipercaya melancarkan dan membantu oksigen masuk ke dalam tubuh pasien serangan stroke. Bagaimana pandangan medis terkait informasi tersebut? Tusuk daun telinga dengan jarum untuk serangan stroke itu hanya kepercayaan masyarakat, tapi belum terbukti secara ilmiah. Kami sebagai perawat harus evidence based. Saya tidak menyarankan hal itu dilakukan pada pasien stroke. Informasi yang benar harus tersampaikan, kata Ns. Enny Mulyatsih, S.Kep, M.Kep, Sp. KMB, Kepala Bidang Keperawatan RS Pusat Otak Nasional, kepada Depok News usai Seminar dan Workshop Keperawatan Inovasi Penanganan Efektif Terkini, Edukasi dan Peluang Home Care pada Pasien Stroke oleh Lembaga Madaniah Health Training Centre di Rumpun Ilmu Keperawatan Universitas Indonesia, Sabtu (22/8/2015). Ns. Dede Suhartini, S.Kep selaku Kepala Ruang Stroke Unit RSCM juga tidak menemukan keterkaitan secara rasional antara tusuk jarum pada daun telinga dengan serangan stroke. Apa hubungannya orang stroke yang pembuluh darahnya lagi kekurangan oksigen, darah dikeluarkan? Belum pernah ada data. kalau ada evidence based dan hasil, kita bisa lakukan, tandasnya. Keduanya menekankan, jika Anda menemukan anggota keluarga atau seseorang terserang stroke, segera lakukan tindakan pertolongan pertama. Cari tempat yang cukup lapang dan aman, baringkan kepala pasien dengan kemiringan 30 derajat, dan jaga jalan napas lancar dengan menopang dagu serta tidak memberi makanan-minuman supaya tidak tersedak. Lakukan pertolongan pertama hingga dalam perjalanan ke rumah sakit. Pertolongan pertama tersebut terbukti mmpu mempertahankan jalan napas tetap lancar sebelum pasien dibawa ke rumah sakit untuk dipasangi infus dan oksigen. Semestinya petugas jalan umum di Indonesia diberi pelatihan pertolongan pertama terhadap serangan stroke, seperti pada polisi lalu lintas, petugas pemadam kebakaran, dan petugas jalan tol, juga masyarakat umum, simpul Enny.",Valid,Sebagian masyarakat percaya bahwa tusuk jarum di daun telinga menjadi pertolongan pertama serangan stroke.
"Mungkin Anda pernah membaca artikel atau sekadar pesan berantai soal pertolongan pertama penderita stroke dengan menusukkan jarum ke ujung jari hingga berdarah. Jangan menelan mentah informasi ini dan melakukannya. Diterangkan dr Astried Indrasari SpPD, kabar tersebut hanya hoax dan tidak terbukti kebenarannya. Tidak ada pertolongan pertama mencegah stroke dengan menusuk jari pasien. Pertolongan tepat adalah segera mengangkat secara berhati-hati dan membawa penderita ke rumah sakit agar mendapatkan terapi yang tepat, tegasnya. Pasien harus mendapat terapi yang tepat untuk meminimalisasi risiko stroke. Bila penyebab pasien pingsan karena adanya sumbatan, maka dibantu untuk melancarkan pembuluh darah yang tersumbat. Sedangkan bila karena ada pembuluh darah yang pecah, maka dicegah agar pembuluh darah yang pecah tidak semakin besar, ujarnya. Dokter Rumah Sakit Umum Daerah (RSUD) Abdul Wahab Sjahranie (AWS) tersebut mengatakan, bila ingin mencegah terjadinya stroke maka Anda harus melakukan pencegahan sebelum mengalami penyumbatan ataupun pecahnya pembuluh darah. Kebanyakan orang tidak mencegah sejak awal, tetapi kalau sudah kejadian baru khawatir dan kebingungan, terangnya. Bila sudah pembuluh darah tersumbat ataupun pecah, maka aliran darah di tubuh akan mati, sehingga seseorang mengalami hilang keseimbangan. Tak ada pencegahan stroke, yang hanyalah terapi agar sumbatan dan pecahnya pembuluh darah tidak semakin parah. Karena kalau dibiarkan, bisa mengancam nyawa pasien, tegas Astried",Valid,Mungkin Anda pernah membaca artikel atau sekadar pesan berantai soal pertolongan pertama penderita stroke dengan menusukkan jarum ke ujung jari hingga berdarah.
"Stroke adalah gangguan pada pembuluh darah otak. Gangguan yang terjadi dapat berupa sumbatan atau berupa pecahnya pembuluh darah. Stroke perlu ditangani dengan segera, karena waktu awal terjadinya stroke merupakan waktu yang menentukan terapi selanjutnya. Apakah benar apabila seorang terserang stroke, maka kita harus mengeluarkan darah dari ujung jari? Apa gejala awal stroke?
Otak merupakan motor penggerak tubuh manusia. Apabila terjadi gangguan pada otak, maka dapat terjadi pada berbagai sistem organ lainnya. Gejala awal stroke adalah adanya kelemahan pada tubuh, umumnya pada salah satu sisi saja. Pasien stroke akan mengeluh bicara menjadi pelo, atau mata tidak bisa membuka. Apabila seorang mengalami stroke perdarahan, maka akan terjadi peningkatan tekanan di dalam otak. Peningkatan tekanan ini akan menyebabkan keluhan sakit kepala tiba-tiba yang hebat. Penderita stroke juga dapat mengeluh mual dan muntah. Perlukah mengeluarkan darah dari ujung jari? Halaman berikut jawabannya: Penanganan awal stroke bukan dengan mengeluarkan darah dari ujung jari. Mengeluarkan darah dari semua ujung jari tidak memiliki manfaat dalam penyembuhan pasien stroke. Bahkan, jika jarum yang digunakan tidak bersih, penderita stroke dapat mengalami infeksi akibat tusukan tersebut. Pengeluaran darah dari ujung jari merupakan tindakan yang berbahaya dan tidak bermanfaat dalam menangani stroke. Apakah penanganan awal stroke? Penanganan awal stroke adalah menjaga patensi jalan nafas dan kestabilan sirkulasi darah pasien. Jika pasien tidak sadar, pastikan pasien dalam lingkungan yang aman, baringkan pada tempat yang aman. Posisilan pasien dengan tubuh menghadap ke samping kiri, untuk mencegah masuknya cairan ke saluran pernafasan (recovery position). Segera panggil pertolongan untuk membawa pasien ke unit gawat darurat terdekat. Penanganan pasti dari stroke tergantung dari jenis stroke yang terjadi. Hal ini dapat dipastikan dengan melakukan pemeriksaan penunjang seperti CT scan dan MRI.",Valid,Stroke adalah gangguan pada pembuluh darah otak.
"Telah beredar di Internet baik via youtube maupun Social Media, sebuah tayangan video penanganan Stroke yang terlihat tampak meyakinkan dan tidak terasa banyak dipercaya oleh masyarakat dapat menyembuhkan Orang yang mendadak terkena serangan stroke. Dalam video tersebut di beberkan - mengatasi penderita stroke dengan cara : Pertama mensterilkan sebuah jarum dengan cairan alkohol. kemudian ujung-ujung jari tangan ditusuk dengan jarum hingga meneteskan darah. Argumen yang dipaparkan bahwa Stroke adalah disebabkan oleh gangguan dan penyumbatan jalan darah, dengan meneteskan darah pada ujung-ujung jari maka membuat saluran darah pada tubuh tidak akan buntu.
Argumen tersebut memang tampak masuk akal bagi orang awam, Tapi Dalam kacamata medis, ternyata argumen diatas sama sekali tidak benar, bahkan dianggap mengada - ada. Penyumbatan pembuluh darah manusia adalah terjadi dalam masa yang cukup lama, timbunan lemak dan kolesterol akan menumpuk, terakumulasi dalam pipa pembuluh kapiler dan saluran darah setelah beberapa tahun hingga sampai pada saatnya  sumbatan terjadi pada pembuluh darah menuju otak akan mengakibatkan otak tidak lagi dapat memberikan sinyal perintah pada anggota tubuh untuk bergerak ataupun aktifitas lainnya. Karenanya sumbatan saluran darah yang terpupuk bertahun-tahun tentu saja tidak akan hilang sendiri secara singkat hanya dengan meneteskan darah, ini tidak ada sangkut pautnya. Para dokter tidak dapat menyetujui cara diatas karena tidak ada bukti otentik tentang kebenaran cara tersebut, Bahkan Dikawatirkan akan malah menginfeksi darah si penderita. Cara diatas menjadikan orang awam tidak bisa memastikan apakah penderita tersebut terkena stroke atau tidak, bahaya lain dapat tibul karena penangan tidak sesuai dengan jenis sakitnya. Bila benar memang stroke, akan timbul resiko Serangan lebih parah akibat penanganan yang tidak sesuai prosedur standar kedokteran. Jadi Apa Cara yang Benar dalam Menangani Penderita terserang Stroke pada seseorang yang tiba-tiba jatuh atau tidak mampu bergerak akibat serangan stroke, Cara yang benar yaitu dengan menerapkan metode FAST  : F- Face (wajah) : Perhatikan apakah Wajah si penderita menjadi Menyong atau miring-mimiknya. Ini salah satu pertanda serangan stroke. A  Arm (Lengan) : Coba angkat kedua tangan penderita, lalu coba suruh menahan tangannya ke depan. Bila tidak mampu keduanya atau salah satunya, maka pertanda serangan stroke dua sisi atau stroke separuh. S  Speech (Ucapan) : Ajak bicara, upayakan penderita mau bicara, serangan stroke menjadikan lidah / mulut penderita menjadi menyong dan pengucapannya menjadi cadel. T  Time (waktu) : Jika beberapa tanda serangan stroke diatas terdapat pada penderita, maka cara ke empat dan terakhir adalah Waktu, artinya semakin cepat ia dibawa ke rumah sakit adalah semakin baik, agar penanganan sejak awal sebelum parah memungkinkan untuk segera diberikan. dalam langkah ini, orang awam harus menyadari bahwa tidak banyak yang bisa di lakukan selain daripada membawa penderita serangan stroke tersebut secepatnya ke RS terdekat baik melalui menelpon ambulance atau menggunakan mobil pribadi. Demikian Sharing melalui IndoSister.com - Cara menangani penderita yang terserang stroke mendadak, yang hoax Vs versi yang benar. Tetaplah berhati-hati dan menyadari bahwa berita melalui youtube dan social media tidak selalu tepat / benar Jangan langsung mudah mempercayai dan mempraktekkan sesuatu yang terlebih melibatkan kesehatan dan keselamatan seseorang tanpa chek dan konsultasi dengan pihak yang lebih tahu dalam bidangnya.",Valid,"Telah beredar di Internet baik via youtube maupun Social Media, sebuah tayangan video penanganan Stroke yang terlihat tampak meyakinkan dan tidak terasa banyak dipercaya oleh masyarakat dapat menyembuhkan Orang yang mendadak terkena serangan stroke."
"Pertolongan Pertama Pada Penderita Stroke Stroke adalah penyakit yang menyerang saraf yang terdapat pada otak sehingga menyebabkan berkurangnya fungsi anggota tubuh yang sarafnya sudah terserang. Penyakit stroke dapat disebabkan karena berbagai hal misalnya tekanan darah tinggi dan pecahnya pembuluh darah sehingga asupan oksigen keotak terganggu.Jika anda mendapati orang terserang stroke ringan anda harus mengetahui bagaimana pertolongan pertama pada pertama pada penderita stroke agar tidak menjadi semakin parah atau menjadi stroke total. Pertolongan pertama pada penderita stroke yang bisa anda lakukan dapat anda pelajari pada pembahasan berikut ini : Jangan dipindah tempat Pertolongan pertama pada penderita stroke yang pertama adalah jangan memindahkan posisi penderita saat dia jatuh, baik itu dikamar mandi, lapangan atau tempat lainnya.Karena jika penderita dipindahkan posisinya ada kemungkinan pemindahannya salah dan bisa menyebabkan pecahnya pembuluh darah dan membuat serangan stroke semakin parah.Anda hanya dianjurkan mengganti posisi penderita menjadi posisi duduk agar penderita tidak jatuh lagi. Tusuk ujung jari menggunakan jarum Untuk menyadarkan penderita stroke yang pingsan anda bisa menusuk ujung jari penderita menggunakan jarum suntik, namun jika tidak ada jarum suntik anda bisa menggunakan jarum berukuran kecil seperti jarum pentul, namun ingat jarum ini harus disterilkan terlebih dahulu dengan cara dibakar. Penusukan dilakukan dengan jarak 1mm dari kuku. Setelah ditusuk menggunakan jarum usahakan ada darah yang keluar dari ujung jari minimal 1 tetes, jika dalam 10 detik darah belum menetes lakukan pemenetan pada jari agar darah keluar. Tarik telinga Pertolongan pertama pada penderita stroke selanjutnya adalah dengan menarik kuping penderita sampai berwarna merah.Hal ini dilakukan jika penderita tersadar dari pingsannya dengan mulut menceng.Selain dengan ditarik lakukan pula tusukan menggunakan jarum pada ujung bawah telinga penderita.Usahakan juga darah keluar dari ujung telinga yang telah ditusuk jarum tersebut. Jika darah sudah menetes dalam beberapa menit mulut penderita akan kembali normal, atau tidak menceng lagi. Pertolongan medis Jika anda sudah melakukan pertolongan pertama pada penderita stroke dengan menusuk ujung jari, dan menarik telinga serta menusuk ujung telinga bawah menggunakan jarum steril sehingga keadaan penderita mulai membaik maka anda tetap harus membawa penderita ke ahli medis. Pertolongan medis ini harus didapatkan penderita stroke sekurag-kurangnya 6 jam setelah penderita mengalami gejala stroke. Karena jika sudah melebihi 6 jam setelah gejala kemungkinan proses penyembuhannya akan semakin susah dan membutuhkan waktu yang lebih lama. Pertolongan pertama pada penderita stroke diatas sebaiknya anda pelajari dengan cermat, sehingga dapat anda praktikkan pada orang disekitar anda yang sedang mengalami gejala stroke. Dengan begitu ilmu yang anda peroleh dapat bermanfaat bagi orang lain.",Hoax,Pertolongan Pertama Pada Penderita Stroke Stroke adalah penyakit yang menyerang saraf yang terdapat pada otak sehingga menyebabkan berkurang nya fungsi anggota tubuh yang saraf nya sudah terserang .
"Stroke merupakan suatu kondisi dimana pasokan darah menuju otak terputus karena penyumbatan pembuluh darah. Kondisi tersebut bisa menyebabkan kematian sel-sel di bagian otak. Itulah mengapa penderita stroke tidak bisa menggerakkan anggote tubuhnya saat terserang stroke. Penyakit stroke termasuk penyakit serius, apabila tak segera ditangani bisa menyebabkan kematian. Kalau dulu setroke hanya menyerang orang lanjut usia saja, tapi sekarang masih muda pun bisa terserang stroke. Banyak beban yang harus dihadapi para penderita stroke mulai dari keterbatasan garak secara fisik, mental ataupun financial. Hal ini bisa membuat penderita stroke menurun semangat hidupnya. Begitu berat yang harus dijalani oleh penderita stroke. Ada cara unik yang ampuh menangani serangan stroke yakni menggunakan jarum. Jarum bukan hanya untuk menjahit, tapi membantu mengatasi beberapa penyakit termasuk stroke. Kamu pasti sudah tahu kalau sekarang banyak sekali metode penyembuhan penyakit menggunakan jarum yang disebut dengan akupuntur. Metode pertolongan pertama serangan stroke dengan jarum ini dikenalkan oleh Profesor dari China. Jarum dapat kamu aplikasikan kepada penderita stroke sebelum dibawa ke rumah sakit. Hal ini untuk membuat penderita menjadi lebih baik dan mencegah bertambah parahnya gejala stroke. Saat kamu dihadapkan dengan seseorang yang sedang mengalami serangan stroke, janganlah panik. Jangan mengangkat atau memindahkan penderita stroke dari tempatnya. Manfaatkan saja jarum, bisa jarum jahit, peniti ataupun jarum suntik yang penting jarum. Namun, pastikan jarum tersebut benar-benar steril atau membakarnya terlebih dahulu sebelum menggunakannya pada penderita stroke. Ambillah jarum yang steril lalu tusukkan pada 10 jari penderita stroke. Tusuk ke jari penderita secara perlahan jangan terlalu dalam. Pastikan darahnya mengalir dari jari yang kamu tusuk. Apabila belum keluar darahnya, tekan kuat-kuat sampai darah keluar. Setelah semua jari mengeluarkan darah, tunggu beberapa menit. Setelah itu, penderita agar segera sadarkan diri. Apabila mulut penderita terserang stroke menyamping atau mencor, kamu harus melakukan pijatan pada telinganya sampai memerah. Kemudian. Lubangi telinga pada bagian kulit yang lembut menggunakan jarum hingga darah keluar. Lakukan hal itu pada kedua telinga penderita. Tunggulah beberapa menit, maka mulut penderita kembali normal. Setelah penderita kembali ke keadaan normal, periksa tubuhnya apakah terdapat kelainan atau tidak. Bawa penderita stroke ke rumah sakit untuk pemeriksaan dan penanganan lebih lanjut. Metode ini terbukti ampuh memberikan pertolongan pertama pada penderita stroke saat mengalami serangan stroke. Dengan ditemukannya metode ini membuat banyak orang bisa terselamatkan dari serangan stroke secara mendadak. Jadi, kita tidak bingung lagi ketika bertemu dengan orang yang terserang stroke. Lakukan penanganan seperti di atas, jangan ragu dan mantapkan hatimu untuk menolong penderita stroke.",Hoax,Stroke merupakan suatu kondisi dimana pasokan darah menuju otak terputus karena penyumbatan pembuluh darah.
"Tahukah Anda stroke adalah suatu masalah kesehatan berbahaya yang merupakan pembunuh nomor 3 di dunia? Oleh karena itu sangat penting mengetahui tips mencegah stroke sejak dini dan mengetahui pertolongan pertama jika seseorang terkena stroke. Hal ini dikarenakan selain dapat  menyebabkan kematian, stroke juga dapat menyebabkan kecacatan. Secara umum stroke adalah adalah suatu kondisi dimana rusaknya sebagaian otak. Hal ini terjadi karena pembuluh darah arteri yang mengalirkan darah ke otak mengalami penyumbatan, bocor, rusak ataupun robek. Cara pencegahan stroke yang dapat Anda terapkan dalam kehidupan sehari-hari adalah mulai menjalani gaya hidup sehat. Jika Anda memiliki riwayat diabetes dan tekanan darah tinggi sebaiknya Anda mengurangi asupan gula dan juga garam. Lantas apa yang sebaiknya dilakukan ketika melihat seseorang mengalami stroke? Banyak sekali orang yang tidak tahu dan bingung apa yang harus dilakukan bila melihat orang lain mengalami gejala stroke. Padahal pertolongan pertama sangatlah dibutuhkan guna untuk mencegah hal yang tidak diinginkan. Berikut adalah pertolongan pertama pada orang yang terserang stroke yang dapat Anda lakukan Pertolongan Pertama Pada Stroke Jangan dipindahkan Langkah pertama yang harus Anda lakukan adalah jangan memindahkan penderita dari tempat asal ke tempat lain seperti ke kamar tidur dan lainnya. Mengapa demikian? Hal ini dikarenakan dapat memungkinkan pecahnya pembuluh darah yang ada di dalam otak. Dalam kondisi ini, sebaiknya Anda membantu agar penderita tidak terjatuh kembali. Tusuk ujung jari dengan jarum Langkah kedua adalah dengan cara menusuk semua ujung jari dengan menggunakan jarum. Sebaiknya gunakanlah jarum suntik agar lebih steril. Akan tetapi jika tidak ada, Anda dapat memanfaatkan jarum lainnya seperti jarum jahit dan jarum pentul. Untuk mensterilkan jarum tersebut sebaiknya Anda membakarnya terlebih dahulu. Kemudian tusukkan jarum tersebut ke seluruh ujung jari. Ushakan agar darah dapat keluar. Jika tidak bisa, Anda dapat menekan jari-jari tersebut. Dengan cara ini, penderita akan sadar dalam jangka waktu sekitar 10 menit. Tarik dan tusuk telinga dengan jarum Pertolongan selanjutnya adalah dengan cara menarik kedua telinga dan menusuknya dengan menggunakan jarum. Hal dilakukan ketika mulut dan wajah penderita terlihat kurang normal. Caranya, tarik kedua telinga penderita hingga terlihat kemerahan. setelah itu, tusuklah ujung bawah kedua telinga dan lakukan hal tersebut 2 kali. Dalam beberapa menit penderita akan kembali normal dan sadar. Cari pertolongan medis Setelah kondisi penderita mulai pulih, segeralah  mencari pertolongan medis. Bawa penderita ke klinik ataupun rumah sakit terdekat untuk mendapatkan tindakan lebih lanjut. Nah itulah beberapa pertolongan pertama pada orang yang terserang stroke yang dapat Anda lakukan.",Hoax,tahu kah Anda stroke adalah suatu masalah kesehatan berbahaya yang merupakan pembunuh nomor 3 di dunia ?
"Stroke merupakan penyakit saraf yang paling sering mengakibatkan cacat dan kematian. Disamping menduduki peringkat utama diantara segolongan penyakit saraf yang mengakibatkan kematian, stroke juga merupakan salah satu dari tiga penyebab utama kematian pada umumnya. 
Dari berbagai fakta tersebut menunjukkan bahwa sampai saat ini, stroke masih merupakan masalah utama di bidang neurologi maupun kesehatan pada umumnya. Untik mengatasi masalah krusial ini, diperlukan strategi penanggulangan stroke yang menbcakup aspek preventif, terapi rahabilitasi, dan promotif. Sebenarnya kasus stroke sudah terjadi sejak dahulu, Hal ini dibuktikan dengan adanya pertolongan pertama pada kasus stroke berdasarkan pengobatan tradisional Cina dengan teknik akupunktur, namun teknik ini pernah terlupakan, sehingga dampak yang ditimbulkan menjadi semakin besar.
Sebagaimana diketahui, orang yang mendapat serangan STROKE, seluruh darah di tubuh akan mengalir sangat kencang menuju pembuluh darah di otak. Apabila kegiatan pertolongan diberikan terlambatsedikit saja, maka pembuluh darah pada otak tidak akan kuat menahan aliran darah yang mengalir dengan deras dan akan segera pecah sedikit demi sedikit. Pertolongan Pertama Pada Stroke (Dengan cara mengeluarkan darah pada setiap ujung jari tangan dan ujung daun telinga). Ada satu cara terbaik untuk memberikan pertolongan pertama kepada orang yang mendapat serangan STROKE. Cara ini selain dapat menyelamatkan nyawa si penderita, juga tidak menimbulkan efek sampingan apapun. Pertolongan pertama ini dijamin merupakan pertolongan GAWAT DARURAT yang dapat berhasil 100%. Dalam menghadapi keadaan ini keluarga jangan sampai panik, tetapi harus tenang. Sipenderita harus tetap berada ditempat semula dimana ia terjatuh (mis: dikamar mandi, kamar tidur, atau dimana saja). JANGAN DIPINDAHKAN !!! sebab dengan memindahkan si penderita dari tempat semula akan mempercepat perpecahan pembuluh darah halus di otak. 
Penderita harus dibantu mengambil posisi duduk yang baik agar tidak terjatuh lagi, dan pada saat itu pengeluaran darah dapat dilakukan. Untuk yang terbaik menggunakan JARUM SUNTIK, namun apabila tidak ada, maka JARUM JAHIT / JARUM PENTUL / PENITI dapat dipakai dengan terlebih dahulu disterilkan dulu dengan cara dibakar diatas api. Segera setelah jarum steril, lakukan PENUSUKAN pada 10 UJUNG JARI TANGAN. Titik penusukan kira-kira 1mm dari ujung kuku. Setiap jari cukup ditusuk 1 kali saja dengan harapan setiap jari mengeluarkan 1 tetes darah. Pengeluaran darah juga dapat dibantu dengan cara dipencet apabila darah ternyata tidak keluar dari ujung jari. Dalam jangka waktu kira-kira 10 menit, si penderita akan segera sadar kembali. Bila mulut sipenderita tampak mencong / tidak normal, maka KEDUA DAUN TELINGA sipenderita HARUS DITARIK-TARIK sampai berwarna kemerah-merahan. Setelah itu lakukanlah 2 KALI PENUSUKAN pada masing-masing UJUNG BAWAH DAUN TELINGA sehingga darah keluar sebanyak 2 tetes dari setiap ujung daun telinga. Dengan demikian dalam beberapa menit bentuk mulut sipenderita akan kembali normal. Setelah keadaan sipenderita pulih dan tidak ada kelainan yang berarti, maka bawalah sipenderita dengan hati-hati ke dokter atau rumah sakit terdekat untuk mendapatkan pertolongan lebih lanjut. ",Hoax,Stroke merupakan penyakit saraf yang paling sering mengakibatkan cacat dan kematian.
"menurut salah seorang professor asal Cina, anda harus senantiasa memiliki dan menyimpan sebuah jarum di dalam rumah. Karena dapat dimanfaatkan untuk mengatasi orang yang terkena stroke. Ketika seseorang mengalami stroke, pembuluh rambut otaknya secara perlahan akan tersobek. Maka dari itu, pertolongan pertama sangat dibutuhkan. Berikut ini langkah-langkah yang harus anda lakukan, seperti dilansir dari Lifehealthandfood.com Tetap tenang. Bagaimana pun posisi pasien, anda tidak boleh memindahkan atau menggerakannya. Karena jika tidak, anda akan menyebabkan kapileri otaknya akan meledak dan terjadi pendarahan di dalam otak. Menggunakan suntik akan lebih baik, namun sebagai alternative bisa memanfaakan jarum jahit. Panaskan jarum tersebut dengan lilin atau korek api untuk mensterilkannya. Dengan jarum itu, tusuk kesepuluh ujung jari pasien dengannya. Tidak dibutuhkan ahli dalam akupuntur. Namun pastikan, jika tusukan anda beberpa millimeter agak jauh dari kuku. Lakukan hal tersebut hingga darah keluar dari jari-jarinya Jika darah tidak keluar, diremas atau dipijat hingga keluar darah. Ketika darah telah mengalir dari kesepuluh jarinya, tunggu beberapa menit, insya Allah, pasien akan siuman dan sadar. Jika anda perhatikan mulut pasien berubah, mulailah pijat kedua telinganya hingga darah mengalir ke situ dan terlihat telinganya menjadi merah. Tusuk pada bagian lembut di telinga dengan menggunakan jarum, hingga dua tetes darah jatuh dari masing-masin telinganya. Setelah beberapa menit, Insya Allah mulutnya tidak akan lagi berubah. Ketika anda pastikan tidak ada lagi gejala-gejala aneh pada diri pasien dan sudh kembali normal, bawalah ke rumah sakit.",Hoax,"menurut salah seorang professor asal Cina, anda harus senantiasa memiliki dan menyimpan sebuah jarum di dalam rumah."
"Serangan stroke bisa terjadi pada siapa saja dan kapan saja. Stroke terjadi lantaran adanya penyumbatan atau pecahnya pembuluh darah di otak. Selama ini beredar kabar yang menyarankan kita agar menusuk ujung jari penderita stroke untuk mengatasi penyumbatan dan membuat peredaran darah menjadi lebih lancar. Benarkah hal tersebut? Menurut Rocksy F.V. Situmeang, Dokter Spesialis Saraf, Siloam Hospitals Lippo Karawaci, cara tersebut adalah keliru. Menusuk jari pasien stroke dengan jarum bahkan harus dihindari. Menusukkan jarum pada jari pasien stroke hanya akan menimbulkan nyeri, dan dapat meningkatkan tekanan darah. Hal tersebut justru dapat membahayakan nyawa. Apabila ada keluarga atau kerabat yang terserang stroke, sebaiknya Anda segera membawanya ke rumah sakit untuk mendapatkan penanganan yang tepat, ucap Rocksy. Itu merupakan satu-satunya cara untuk menghadapi stroke. Empat jam pertama setelah serangan stroke terjadi merupakan masa yang sangat menentukan dalam penanganan stroke selanjutnya. Semakin cepat pasien stroke dibawa ke rumah sakit, semakin besar kemungkinan mereka untuk diselamatkan. Kecepatan membawa pasien stroke ke rumah sakit juga dapat menurunkan risiko terjadinya kecacatan pascastroke. Beberapa gejala serangan stroke yang patut Anda waspadai adalah kelemahan pada salah satu sisi anggota gerak, kesulitan bicara atau mengerti pembicaraan, bicara pelo, gangguan pada penglihatan, hingga nyeri kepala yang hebat secara mendadak.",Valid,Serangan stroke bisa terjadi pada siapa saja dan kapan saja.
